REGION,TECHNOLOGY,RUN,VALUE
E06000003,Gas boiler,nz-2040_hp-00,12945.378246970691
E06000003,Gas boiler,nz-2040_hp-01,11932.786783319261
E06000003,Gas boiler,nz-2045_hp-00,12491.046752202239
E06000003,Gas boiler,nz-2045_hp-01,6527.551916613325
E06000003,Gas boiler,nz-2050_hp-00,21264.38300548211
E06000003,Gas boiler,nz-2050_hp-01,12803.49188794871
E06000003,Oil boiler,nz-2040_hp-00,154.98164272926454
E06000003,Oil boiler,nz-2040_hp-01,155.71807209947158
E06000003,Oil boiler,nz-2045_hp-00,153.48786592594908
E06000003,Oil boiler,nz-2045_hp-01,136.02641556361033
E06000003,Oil boiler,nz-2050_hp-00,2311.972674651536
E06000003,Oil boiler,nz-2050_hp-01,135.91712117066353
E06000004,AAHP,nz-2040_hp-00,128.26047011230511
E06000004,AAHP,nz-2040_hp-01,105.62693853580404
E06000004,AAHP,nz-2045_hp-00,141.23071297667286
E06000004,AAHP,nz-2045_hp-01,68.6123124564519
E06000004,AAHP,nz-2050_hp-00,3.1816218390368344e-06
E06000004,AAHP,nz-2050_hp-01,4.4092204291753874e-05
E06000004,Air-source HP,nz-2040_hp-00,13006.899138406203
E06000004,Air-source HP,nz-2040_hp-01,13437.472810133007
E06000004,Air-source HP,nz-2045_hp-00,13333.855335479178
E06000004,Air-source HP,nz-2045_hp-01,11819.630721391139
E06000004,Air-source HP,nz-2050_hp-00,17.464719969519436
E06000004,Air-source HP,nz-2050_hp-01,2089.188604882454
E06000004,AWHP,nz-2040_hp-00,7934.230555150218
E06000004,AWHP,nz-2040_hp-01,8195.638517179465
E06000004,AWHP,nz-2045_hp-00,8127.104753280616
E06000004,AWHP,nz-2045_hp-01,7196.392717950894
E06000004,AWHP,nz-2050_hp-00,1724.566901431389
E06000004,AWHP,nz-2050_hp-01,933.6608468192521
E06000004,Building eff. measures (high),nz-2040_hp-00,3.121662251669787e-05
