RUN,REGION,YEAR,VALUE
nz-2040_hp-01,E06000011,2055,654.5252263119867
nz-2040_hp-01,E06000011,2060,1018.9081736187032
nz-2040_hp-01,E06000012,2015,427.86382916823675
nz-2040_hp-01,E06000012,2021,572.4265003750024
nz-2040_hp-01,E06000012,2023,504.99004809310674
nz-2040_hp-01,E06000012,2025,450.01340043708365
nz-2040_hp-01,E06000012,2030,456.632784182942
nz-2040_hp-01,E06000012,2035,462.89152103292884
nz-2040_hp-01,E06000012,2040,471.00469725899524
nz-2040_hp-01,E06000012,2045,500.5539416358015
nz-2040_hp-01,E06000012,2050,499.625805640658
nz-2040_hp-01,E06000012,2055,504.5951273312776
nz-2040_hp-01,E06000012,2060,727.5641376188329
nz-2040_hp-01,E06000013,2015,632.619504621152
nz-2040_hp-01,E06000013,2021,819.1267825216604
nz-2040_hp-01,E06000013,2023,746.3181822621949
nz-2040_hp-01,E06000013,2025,653.6441615573681
nz-2040_hp-01,E06000013,2030,647.3851603787336
nz-2040_hp-01,E06000013,2035,609.0500926828266
nz-2040_hp-01,E06000013,2040,542.2803321950307
nz-2040_hp-01,E06000013,2045,596.6255444158544
nz-2040_hp-01,E06000013,2050,589.2437168590429
nz-2040_hp-01,E06000013,2055,586.757785950488
nz-2040_hp-01,E06000013,2060,1013.9661748137978
nz-2040_hp-01,E06000014,2015,479.4202999727148
nz-2040_hp-01,E06000014,2021,641.4155899232726
nz-2040_hp-01,E06000014,2023,566.219929114197
nz-2040_hp-01,E06000014,2025,501.20043820031196
nz-2040_hp-01,E06000014,2030,507.496017859038
nz-2040_hp-01,E06000014,2035,515.4330293812299
nz-2040_hp-01,E06000014,2040,528.1515889262985
nz-2040_hp-01,E06000014,2045,592.4903014919246
nz-2040_hp-01,E06000014,2050,605.3856310049754
nz-2040_hp-01,E06000014,2055,609.3065876918167
nz-2040_hp-01,E06000014,2060,912.336608027957
nz-2040_hp-01,E06000015,2015,408.1835006105517
nz-2040_hp-01,E06000015,2021,544.2216875280884
nz-2040_hp-01,E06000015,2023,474.73626693133497
nz-2040_hp-01,E06000015,2025,425.20302981396867
nz-2040_hp-01,E06000015,2030,428.35448540463153
nz-2040_hp-01,E06000015,2035,444.51737805251037
nz-2040_hp-01,E06000015,2040,478.17271725495704
nz-2040_hp-01,E06000015,2045,502.9196639314703
nz-2040_hp-01,E06000015,2050,504.9156588688261
nz-2040_hp-01,E06000015,2055,494.62835132122495
nz-2040_hp-01,E06000015,2060,697.7529958983264
nz-2040_hp-01,E06000016,2015,444.70190447211075
nz-2040_hp-01,E06000016,2021,603.2563724363713
nz-2040_hp-01,E06000016,2023,517.3448918940068
nz-2040_hp-01,E06000016,2025,463.85673734223724
nz-2040_hp-01,E06000016,2030,476.1662628070537
nz-2040_hp-01,E06000016,2035,500.76098325809465
nz-2040_hp-01,E06000016,2040,543.7282472125363
nz-2040_hp-01,E06000016,2045,567.451595775368
nz-2040_hp-01,E06000016,2050,563.4890997947789
nz-2040_hp-01,E06000016,2055,561.2102463876513
nz-2040_hp-01,E06000016,2060,755.9675539498836
nz-2040_hp-01,E06000017,2015,703.1011462513595
nz-2040_hp-01,E06000017,2021,926.3062736576201
nz-2040_hp-01,E06000017,2023,855.1719087114832
nz-2040_hp-01,E06000017,2025,728.1883599249554
nz-2040_hp-01,E06000017,2030,737.2968889129281
nz-2040_hp-01,E06000017,2035,689.416859244493
nz-2040_hp-01,E06000017,2040,647.77020341865
nz-2040_hp-01,E06000017,2045,769.385534251438
nz-2040_hp-01,E06000017,2050,775.5032471883687
nz-2040_hp-01,E06000017,2055,771.7074872664825
nz-2040_hp-01,E06000017,2060,1341.6968633784481
nz-2040_hp-01,E06000018,2015,392.44404500892506
nz-2040_hp-01,E06000018,2021,526.476960174248
nz-2040_hp-01,E06000018,2023,454.8079588456282
nz-2040_hp-01,E06000018,2025,407.32022532727296
nz-2040_hp-01,E06000018,2030,416.530983037328
nz-2040_hp-01,E06000018,2035,432.9456102026213
nz-2040_hp-01,E06000018,2040,464.11871262240186
nz-2040_hp-01,E06000018,2045,459.06080511309324
nz-2040_hp-01,E06000018,2050,452.77665403796846
nz-2040_hp-01,E06000018,2055,450.2570465958911
nz-2040_hp-01,E06000018,2060,582.0237600000186
nz-2040_hp-01,E06000019,2015,671.7364204767297
nz-2040_hp-01,E06000019,2021,894.7437318650989
nz-2040_hp-01,E06000019,2023,829.6559759416207
nz-2040_hp-01,E06000019,2025,715.6601565657672
nz-2040_hp-01,E06000019,2030,731.2509093858862
nz-2040_hp-01,E06000019,2035,671.3963950314271
nz-2040_hp-01,E06000019,2040,544.3854295714825
nz-2040_hp-01,E06000019,2045,611.0010284349249
nz-2040_hp-01,E06000019,2050,609.7609524183176
nz-2040_hp-01,E06000019,2055,607.2720333459181
nz-2040_hp-01,E06000019,2060,943.9249385143264
nz-2040_hp-01,E06000020,2015,447.1807118452094
nz-2040_hp-01,E06000020,2021,591.2640308093723
nz-2040_hp-01,E06000020,2023,518.5636420571968
nz-2040_hp-01,E06000020,2025,461.8505782446003
nz-2040_hp-01,E06000020,2030,467.71299092319515
nz-2040_hp-01,E06000020,2035,468.42739400214043
nz-2040_hp-01,E06000020,2040,463.7148695220915
nz-2040_hp-01,E06000020,2045,473.2255328380144
nz-2040_hp-01,E06000020,2050,472.0499454326924
nz-2040_hp-01,E06000020,2055,470.57898296426487
nz-2040_hp-01,E06000020,2060,758.6037429593906
nz-2040_hp-01,E06000021,2015,439.76154302444445
nz-2040_hp-01,E06000021,2021,591.6525300000628
nz-2040_hp-01,E06000021,2023,515.0574302438557
nz-2040_hp-01,E06000021,2025,460.10646345673194
nz-2040_hp-01,E06000021,2030,466.6476421229678
nz-2040_hp-01,E06000021,2035,482.8752849580335
nz-2040_hp-01,E06000021,2040,505.98471470265815
nz-2040_hp-01,E06000021,2045,552.6560869597428
nz-2040_hp-01,E06000021,2050,557.8854444485518
nz-2040_hp-01,E06000021,2055,563.8688372236159
nz-2040_hp-01,E06000021,2060,897.9106066411737
nz-2040_hp-01,E06000022,2015,493.95883896865627
nz-2040_hp-01,E06000022,2021,657.5477506000254
nz-2040_hp-01,E06000022,2023,585.8928570727159
nz-2040_hp-01,E06000022,2025,509.8761210451706
nz-2040_hp-01,E06000022,2030,511.11031927239566
nz-2040_hp-01,E06000022,2035,510.40742630361865
nz-2040_hp-01,E06000022,2040,523.3279660915842
nz-2040_hp-01,E06000022,2045,588.9069373740182
nz-2040_hp-01,E06000022,2050,596.9000798881892
nz-2040_hp-01,E06000022,2055,605.3000150099714
nz-2040_hp-01,E06000022,2060,906.6025092910584
nz-2040_hp-01,E06000023,2015,403.2182764099372
nz-2040_hp-01,E06000023,2021,544.4008920239752
nz-2040_hp-01,E06000023,2023,469.87929978908033
nz-2040_hp-01,E06000023,2025,419.24180152425043
nz-2040_hp-01,E06000023,2030,427.84691652117544
nz-2040_hp-01,E06000023,2035,446.36381942671414
nz-2040_hp-01,E06000023,2040,479.1090079194629
nz-2040_hp-01,E06000023,2045,516.0766655693407
nz-2040_hp-01,E06000023,2050,519.1493086720986
nz-2040_hp-01,E06000023,2055,522.7976195668901
nz-2040_hp-01,E06000023,2060,730.5127324305005
nz-2040_hp-01,E06000024,2015,425.30226955677205
nz-2040_hp-01,E06000024,2021,564.4451872723652
nz-2040_hp-01,E06000024,2023,503.2696441629685
nz-2040_hp-01,E06000024,2025,441.1733213255344
nz-2040_hp-01,E06000024,2030,445.7796444393255
nz-2040_hp-01,E06000024,2035,442.5206466065445
nz-2040_hp-01,E06000024,2040,435.6124631670245
nz-2040_hp-01,E06000024,2045,460.8191530450123
nz-2040_hp-01,E06000024,2050,461.59071405204253
nz-2040_hp-01,E06000024,2055,462.83417942341123
nz-2040_hp-01,E06000024,2060,661.7034199460302
nz-2040_hp-01,E06000025,2015,441.72787187076534
nz-2040_hp-01,E06000025,2021,579.968990168413
nz-2040_hp-01,E06000025,2023,516.3015620612265
nz-2040_hp-01,E06000025,2025,455.0191695872325
nz-2040_hp-01,E06000025,2030,458.808266368558
nz-2040_hp-01,E06000025,2035,455.93530338637794
nz-2040_hp-01,E06000025,2040,452.04080109625806
nz-2040_hp-01,E06000025,2045,461.45009304644486
nz-2040_hp-01,E06000025,2050,459.25729108635926
nz-2040_hp-01,E06000025,2055,458.55300767165875
nz-2040_hp-01,E06000025,2060,753.994669319409
nz-2040_hp-01,E06000026,2015,387.963517388645
nz-2040_hp-01,E06000026,2021,517.2248965148992
nz-2040_hp-01,E06000026,2023,457.3166883201486
nz-2040_hp-01,E06000026,2025,405.37962623633416
nz-2040_hp-01,E06000026,2030,409.5981162185978
nz-2040_hp-01,E06000026,2035,413.55173035633635
nz-2040_hp-01,E06000026,2040,418.7550149862095
nz-2040_hp-01,E06000026,2045,407.77012136023734
nz-2040_hp-01,E06000026,2050,402.88983078329136
nz-2040_hp-01,E06000026,2055,400.69304028991576
nz-2040_hp-01,E06000026,2060,526.0017526630637
nz-2040_hp-01,E06000027,2015,372.1872984609918
nz-2040_hp-01,E06000027,2021,497.7303329807692
nz-2040_hp-01,E06000027,2023,438.5479592240542
nz-2040_hp-01,E06000027,2025,382.65267550591113
nz-2040_hp-01,E06000027,2030,380.6278768008375
nz-2040_hp-01,E06000027,2035,391.10287032751756
nz-2040_hp-01,E06000027,2040,410.5104162173436
nz-2040_hp-01,E06000027,2045,469.73985419329324
nz-2040_hp-01,E06000027,2050,477.5041605371087
nz-2040_hp-01,E06000027,2055,478.8591057463686
nz-2040_hp-01,E06000027,2060,693.4164061691264
nz-2040_hp-01,E06000030,2015,416.38957242923857
nz-2040_hp-01,E06000030,2021,552.265604772819
nz-2040_hp-01,E06000030,2023,485.8516110849167
nz-2040_hp-01,E06000030,2025,430.89984040246895
nz-2040_hp-01,E06000030,2030,434.7486087400109
nz-2040_hp-01,E06000030,2035,443.94468214043127
nz-2040_hp-01,E06000030,2040,459.6277175372091
nz-2040_hp-01,E06000030,2045,479.1655530582511
nz-2040_hp-01,E06000030,2050,479.1495321187564
nz-2040_hp-01,E06000030,2055,479.5326380755367
nz-2040_hp-01,E06000030,2060,762.1232805609459
nz-2040_hp-01,E06000031,2015,442.43594439175564
nz-2040_hp-01,E06000031,2021,584.5774625507163
nz-2040_hp-01,E06000031,2023,517.0193922877926
nz-2040_hp-01,E06000031,2025,457.47214176726885
nz-2040_hp-01,E06000031,2030,461.8006040382422
nz-2040_hp-01,E06000031,2035,463.45501157523745
nz-2040_hp-01,E06000031,2040,467.25019127256
nz-2040_hp-01,E06000031,2045,457.8474310430039
nz-2040_hp-01,E06000031,2050,454.18231299426793
nz-2040_hp-01,E06000031,2055,455.07687647838713
nz-2040_hp-01,E06000031,2060,642.4355183843552
nz-2040_hp-01,E06000032,2015,468.58432622204714
nz-2040_hp-01,E06000032,2021,630.5735928446779
nz-2040_hp-01,E06000032,2023,550.2175594969602
nz-2040_hp-01,E06000032,2025,493.1120971245636
nz-2040_hp-01,E06000032,2030,505.6027838886519
nz-2040_hp-01,E06000032,2035,526.5963226955299
nz-2040_hp-01,E06000032,2040,562.3090753892811
nz-2040_hp-01,E06000032,2045,571.7871069903963
nz-2040_hp-01,E06000032,2050,570.1071990108877
nz-2040_hp-01,E06000032,2055,572.2157871588581
nz-2040_hp-01,E06000032,2060,779.9046457657397
nz-2040_hp-01,E06000033,2015,422.883922943187
nz-2040_hp-01,E06000033,2021,568.1609625773432
nz-2040_hp-01,E06000033,2023,491.91022697784456
nz-2040_hp-01,E06000033,2025,437.289871861801
nz-2040_hp-01,E06000033,2030,437.703489524097
nz-2040_hp-01,E06000033,2035,462.8909704951885
nz-2040_hp-01,E06000033,2040,506.1650697252539
nz-2040_hp-01,E06000033,2045,527.2361194949946
nz-2040_hp-01,E06000033,2050,525.6138216462292
nz-2040_hp-01,E06000033,2055,525.5201205612109
nz-2040_hp-01,E06000033,2060,695.1004609349887
nz-2040_hp-01,E06000034,2015,426.596353965513
nz-2040_hp-01,E06000034,2021,562.508877475076
nz-2040_hp-01,E06000034,2023,496.7744496813468
nz-2040_hp-01,E06000034,2025,437.12828712063384
nz-2040_hp-01,E06000034,2030,437.1005355884388
nz-2040_hp-01,E06000034,2035,444.7627261769083
nz-2040_hp-01,E06000034,2040,458.9736761335264
nz-2040_hp-01,E06000034,2045,463.66027081876274
nz-2040_hp-01,E06000034,2050,459.25676131649846
nz-2040_hp-01,E06000034,2055,457.8556505173281
nz-2040_hp-01,E06000034,2060,603.4749115465855
nz-2040_hp-01,E06000035,2015,412.97100465522203
nz-2040_hp-01,E06000035,2021,555.2974910797828
nz-2040_hp-01,E06000035,2023,487.2613888732811
nz-2040_hp-01,E06000035,2025,433.4477600792547
nz-2040_hp-01,E06000035,2030,438.53350173007567
nz-2040_hp-01,E06000035,2035,448.1527534694002
nz-2040_hp-01,E06000035,2040,463.58664048049616
nz-2040_hp-01,E06000035,2045,502.31918259392654
nz-2040_hp-01,E06000035,2050,506.1404456419169
nz-2040_hp-01,E06000035,2055,501.82543640439263
nz-2040_hp-01,E06000035,2060,715.6381010375497
nz-2040_hp-01,E06000036,2015,455.75200753540116
nz-2040_hp-01,E06000036,2021,604.8913226501343
nz-2040_hp-01,E06000036,2023,535.8819779746398
nz-2040_hp-01,E06000036,2025,474.1430348019712
nz-2040_hp-01,E06000036,2030,480.12227919188274
nz-2040_hp-01,E06000036,2035,485.6013003033211
nz-2040_hp-01,E06000036,2040,492.31402618208904
nz-2040_hp-01,E06000036,2045,488.9502905803971
nz-2040_hp-01,E06000036,2050,486.1554529674934
nz-2040_hp-01,E06000036,2055,482.7359297368451
nz-2040_hp-01,E06000036,2060,664.0392734447269
nz-2040_hp-01,E06000037,2015,631.1774637229558
nz-2040_hp-01,E06000037,2021,820.7720101728264
nz-2040_hp-01,E06000037,2023,754.5643698884056
nz-2040_hp-01,E06000037,2025,663.4635547175544
nz-2040_hp-01,E06000037,2030,682.9836055713404
nz-2040_hp-01,E06000037,2035,653.5449647882365
nz-2040_hp-01,E06000037,2040,589.5793040796913
nz-2040_hp-01,E06000037,2045,523.6355315967546
nz-2040_hp-01,E06000037,2050,516.201355178788
nz-2040_hp-01,E06000037,2055,512.4689943475647
nz-2040_hp-01,E06000037,2060,932.3838196321223
nz-2040_hp-01,E06000038,2015,394.2613086107597
nz-2040_hp-01,E06000038,2021,533.1098574232361
nz-2040_hp-01,E06000038,2023,461.95425854842506
nz-2040_hp-01,E06000038,2025,414.8351396047017
nz-2040_hp-01,E06000038,2030,427.4053767586089
nz-2040_hp-01,E06000038,2035,449.0261610530369
nz-2040_hp-01,E06000038,2040,485.5598557389415
nz-2040_hp-01,E06000038,2045,511.65975507772765
nz-2040_hp-01,E06000038,2050,513.1613144611491
nz-2040_hp-01,E06000038,2055,511.85354649971396
nz-2040_hp-01,E06000038,2060,696.9082143052573
nz-2040_hp-01,E06000039,2015,429.8882704815983
nz-2040_hp-01,E06000039,2021,574.5126664862487
nz-2040_hp-01,E06000039,2023,501.1053574720054
nz-2040_hp-01,E06000039,2025,446.82503484420414
nz-2040_hp-01,E06000039,2030,456.22336608331057
nz-2040_hp-01,E06000039,2035,476.15785170670017
nz-2040_hp-01,E06000039,2040,509.49230450735496
nz-2040_hp-01,E06000039,2045,514.9291468631751
nz-2040_hp-01,E06000039,2050,508.7212813999331
nz-2040_hp-01,E06000039,2055,503.2777258426605
nz-2040_hp-01,E06000039,2060,646.8796504899199
nz-2040_hp-01,E06000040,2015,531.9879261789567
nz-2040_hp-01,E06000040,2021,703.5377629749163
nz-2040_hp-01,E06000040,2023,625.9982814632267
nz-2040_hp-01,E06000040,2025,555.2993562871513
nz-2040_hp-01,E06000040,2030,563.8819840668551
nz-2040_hp-01,E06000040,2035,565.3588393686447
nz-2040_hp-01,E06000040,2040,562.0927021659526
nz-2040_hp-01,E06000040,2045,523.9770540205087
nz-2040_hp-01,E06000040,2050,514.0249654430801
nz-2040_hp-01,E06000040,2055,495.4675165095031
nz-2040_hp-01,E06000040,2060,642.3868275389794
nz-2040_hp-01,E06000041,2015,445.8071037149239
nz-2040_hp-01,E06000041,2021,583.8272086213168
nz-2040_hp-01,E06000041,2023,514.960098215242
nz-2040_hp-01,E06000041,2025,458.7673134744755
nz-2040_hp-01,E06000041,2030,463.94921197701063
nz-2040_hp-01,E06000041,2035,467.31192610864485
nz-2040_hp-01,E06000041,2040,473.2456859178864
nz-2040_hp-01,E06000041,2045,449.3356735579799
nz-2040_hp-01,E06000041,2050,445.3146173101148
nz-2040_hp-01,E06000041,2055,440.685770149887
nz-2040_hp-01,E06000041,2060,708.1971862970366
nz-2040_hp-01,E06000042,2015,462.0774389148444
nz-2040_hp-01,E06000042,2021,606.5714274676889
nz-2040_hp-01,E06000042,2023,537.3716838552494
nz-2040_hp-01,E06000042,2025,477.8472399973176
nz-2040_hp-01,E06000042,2030,483.6465294824211
nz-2040_hp-01,E06000042,2035,488.04487095357894
nz-2040_hp-01,E06000042,2040,494.1840230356409
nz-2040_hp-01,E06000042,2045,508.9995244375336
nz-2040_hp-01,E06000042,2050,507.24718413402735
nz-2040_hp-01,E06000042,2055,507.4369704093758
nz-2040_hp-01,E06000042,2060,728.5082581053817
nz-2040_hp-01,E06000043,2015,407.0314966308922
nz-2040_hp-01,E06000043,2021,554.6251557440191
nz-2040_hp-01,E06000043,2023,477.05578080965967
nz-2040_hp-01,E06000043,2025,427.59455911896896
nz-2040_hp-01,E06000043,2030,438.9662474358429
nz-2040_hp-01,E06000043,2035,462.9867555960237
nz-2040_hp-01,E06000043,2040,502.5115228379984
nz-2040_hp-01,E06000043,2045,535.391156414082
nz-2040_hp-01,E06000043,2050,538.9066807257175
nz-2040_hp-01,E06000043,2055,539.0251575780326
nz-2040_hp-01,E06000043,2060,747.048532096784
nz-2040_hp-01,E06000044,2015,378.89276079358115
nz-2040_hp-01,E06000044,2021,507.31077678051986
nz-2040_hp-01,E06000044,2023,441.4685377858297
nz-2040_hp-01,E06000044,2025,395.18276775461163
nz-2040_hp-01,E06000044,2030,403.94355290592785
nz-2040_hp-01,E06000044,2035,421.90792377341444
nz-2040_hp-01,E06000044,2040,453.18778420583607
nz-2040_hp-01,E06000044,2045,479.8229480830855
nz-2040_hp-01,E06000044,2050,481.64196805100346
nz-2040_hp-01,E06000044,2055,485.15207095650896
nz-2040_hp-01,E06000044,2060,673.2861966545477
nz-2040_hp-01,E06000045,2015,361.452382442649
nz-2040_hp-01,E06000045,2021,475.36123181387666
nz-2040_hp-01,E06000045,2023,413.97926594844193
nz-2040_hp-01,E06000045,2025,371.3200953431325
nz-2040_hp-01,E06000045,2030,376.382197735479
nz-2040_hp-01,E06000045,2035,389.55572141617375
nz-2040_hp-01,E06000045,2040,417.65343512291304
nz-2040_hp-01,E06000045,2045,438.1335774715094
nz-2040_hp-01,E06000045,2050,438.5183343474212
nz-2040_hp-01,E06000045,2055,434.9408307311599
nz-2040_hp-01,E06000045,2060,582.8178259432685
nz-2040_hp-01,E06000046,2015,406.6636322903844
nz-2040_hp-01,E06000046,2021,535.4815630291225
nz-2040_hp-01,E06000046,2023,480.6080158244605
nz-2040_hp-01,E06000046,2025,417.8910414421102
nz-2040_hp-01,E06000046,2030,419.90939490002097
nz-2040_hp-01,E06000046,2035,406.8944030092894
nz-2040_hp-01,E06000046,2040,386.89224356106797
nz-2040_hp-01,E06000046,2045,376.05309649638275
nz-2040_hp-01,E06000046,2050,372.47027215279604
nz-2040_hp-01,E06000046,2055,371.5019872975545
nz-2040_hp-01,E06000046,2060,514.0004803176149
nz-2040_hp-01,E06000047,2015,617.8940417747509
nz-2040_hp-01,E06000047,2021,812.4039838251205
nz-2040_hp-01,E06000047,2023,732.9590582458699
nz-2040_hp-01,E06000047,2025,645.728106083463
nz-2040_hp-01,E06000047,2030,657.2735676799099
nz-2040_hp-01,E06000047,2035,637.5149354632726
nz-2040_hp-01,E06000047,2040,604.2849897964207
nz-2040_hp-01,E06000047,2045,602.9797672098838
nz-2040_hp-01,E06000047,2050,602.6437480052406
nz-2040_hp-01,E06000047,2055,599.9830115219089
nz-2040_hp-01,E06000047,2060,986.28001906664
nz-2040_hp-01,E06000049,2015,534.6956868710099
nz-2040_hp-01,E06000049,2021,700.0983550300782
nz-2040_hp-01,E06000049,2023,627.2911402029304
nz-2040_hp-01,E06000049,2025,556.6026515089883
nz-2040_hp-01,E06000049,2030,567.9338711128993
nz-2040_hp-01,E06000049,2035,556.8178372035966
nz-2040_hp-01,E06000049,2040,534.0050652608392
nz-2040_hp-01,E06000049,2045,502.25889600597077
nz-2040_hp-01,E06000049,2050,497.41733630999636
nz-2040_hp-01,E06000049,2055,487.5084751672091
nz-2040_hp-01,E06000049,2060,815.4864425439692
nz-2040_hp-01,E06000050,2015,501.6178769935469
nz-2040_hp-01,E06000050,2021,658.4369821629232
nz-2040_hp-01,E06000050,2023,590.2640568565479
nz-2040_hp-01,E06000050,2025,521.8950775827597
nz-2040_hp-01,E06000050,2030,530.7924483531976
nz-2040_hp-01,E06000050,2035,516.8530611906433
nz-2040_hp-01,E06000050,2040,491.017268756021
nz-2040_hp-01,E06000050,2045,449.9811254269578
nz-2040_hp-01,E06000050,2050,443.58558212434866
nz-2040_hp-01,E06000050,2055,439.4051651086162
nz-2040_hp-01,E06000050,2060,744.5498533163211
nz-2040_hp-01,E06000051,2015,645.2684819261203
nz-2040_hp-01,E06000051,2021,851.0261773035949
nz-2040_hp-01,E06000051,2023,781.2962452835977
nz-2040_hp-01,E06000051,2025,674.2792468510563
nz-2040_hp-01,E06000051,2030,686.4082888971209
nz-2040_hp-01,E06000051,2035,637.7123536444293
nz-2040_hp-01,E06000051,2040,571.2761842822133
nz-2040_hp-01,E06000051,2045,626.2099876564833
nz-2040_hp-01,E06000051,2050,627.5522709820058
nz-2040_hp-01,E06000051,2055,626.408035080728
nz-2040_hp-01,E06000051,2060,967.619615336891
nz-2040_hp-01,E06000052,2015,506.83595323781583
nz-2040_hp-01,E06000052,2021,660.8527286970688
nz-2040_hp-01,E06000052,2023,616.8410831553068
nz-2040_hp-01,E06000052,2025,531.6319896968781
nz-2040_hp-01,E06000052,2030,545.9817965075298
nz-2040_hp-01,E06000052,2035,520.2663210157093
nz-2040_hp-01,E06000052,2040,468.90247037903157
nz-2040_hp-01,E06000052,2045,522.1687157901985
nz-2040_hp-01,E06000052,2050,527.3409226152538
nz-2040_hp-01,E06000052,2055,533.242947925001
nz-2040_hp-01,E06000052,2060,806.6718292138916
nz-2040_hp-01,E06000053,2015,652.7056728324527
nz-2040_hp-01,E06000053,2021,863.991026502978
nz-2040_hp-01,E06000053,2023,777.1346547271193
nz-2040_hp-01,E06000053,2025,644.4763321965829
nz-2040_hp-01,E06000053,2030,485.7428575926314
nz-2040_hp-01,E06000053,2035,451.41280211090447
nz-2040_hp-01,E06000053,2040,512.9398714705537
nz-2040_hp-01,E06000053,2045,499.53317366433976
nz-2040_hp-01,E06000053,2050,504.6838647867554
nz-2040_hp-01,E06000053,2055,511.71131331497145
nz-2040_hp-01,E06000053,2060,725.6422889097466
nz-2040_hp-01,E06000054,2015,561.6540272457455
nz-2040_hp-01,E06000054,2021,736.6231472231915
nz-2040_hp-01,E06000054,2023,674.9990558844588
nz-2040_hp-01,E06000054,2025,588.1711041323005
nz-2040_hp-01,E06000054,2030,598.3722792866669
nz-2040_hp-01,E06000054,2035,571.421800524843
nz-2040_hp-01,E06000054,2040,520.8653384947069
nz-2040_hp-01,E06000054,2045,588.0635716033167
nz-2040_hp-01,E06000054,2050,593.4676048398812
nz-2040_hp-01,E06000054,2055,597.1052976104072
nz-2040_hp-01,E06000054,2060,909.3202517372455
nz-2040_hp-01,E06000055,2015,477.2671264479284
nz-2040_hp-01,E06000055,2021,628.7033335395589
nz-2040_hp-01,E06000055,2023,560.7692328464547
nz-2040_hp-01,E06000055,2025,494.69127383604155
nz-2040_hp-01,E06000055,2030,500.7814034138951
nz-2040_hp-01,E06000055,2035,496.40443572668147
nz-2040_hp-01,E06000055,2040,492.08954959556854
nz-2040_hp-01,E06000055,2045,485.69258784099605
nz-2040_hp-01,E06000055,2050,479.4534456305038
nz-2040_hp-01,E06000055,2055,479.6691633424138
nz-2040_hp-01,E06000055,2060,687.8955054699966
nz-2040_hp-01,E06000056,2015,490.79000554084007
nz-2040_hp-01,E06000056,2021,640.9385337797813
nz-2040_hp-01,E06000056,2023,573.5374675163878
nz-2040_hp-01,E06000056,2025,504.9166047627794
nz-2040_hp-01,E06000056,2030,511.03920518616064
nz-2040_hp-01,E06000056,2035,502.08548896777506
nz-2040_hp-01,E06000056,2040,488.6965610876848
nz-2040_hp-01,E06000056,2045,473.7318677651534
nz-2040_hp-01,E06000056,2050,468.79917268212415
nz-2040_hp-01,E06000056,2055,468.47154584588526
nz-2040_hp-01,E06000056,2060,668.3035284151173
nz-2040_hp-01,E06000057,2015,891.4234327961568
nz-2040_hp-01,E06000057,2021,1162.1579801120417
nz-2040_hp-01,E06000057,2023,1092.3381368121932
nz-2040_hp-01,E06000057,2025,945.0568021212841
nz-2040_hp-01,E06000057,2030,979.1765786297424
nz-2040_hp-01,E06000057,2035,904.715063923107
nz-2040_hp-01,E06000057,2040,749.1634332822237
nz-2040_hp-01,E06000057,2045,723.4925671313252
nz-2040_hp-01,E06000057,2050,718.3467021794143
nz-2040_hp-01,E06000057,2055,716.945164277952
nz-2040_hp-01,E06000057,2060,1117.965360216408
nz-2040_hp-01,E06000058,2015,361.35000270612795
nz-2040_hp-01,E06000058,2021,481.20243716023026
nz-2040_hp-01,E06000058,2023,422.15102133813826
nz-2040_hp-01,E06000058,2025,376.5724237120339
nz-2040_hp-01,E06000058,2030,381.99355420497835
nz-2040_hp-01,E06000058,2035,390.95061954331004
nz-2040_hp-01,E06000058,2040,404.4640506388324
nz-2040_hp-01,E06000058,2045,431.74414172775107
nz-2040_hp-01,E06000058,2050,434.306236505546
nz-2040_hp-01,E06000058,2055,438.522301064551
nz-2040_hp-01,E06000058,2060,613.6288433377514
nz-2040_hp-01,E06000059,2015,555.027246198202
nz-2040_hp-01,E06000059,2021,730.7868757053467
nz-2040_hp-01,E06000059,2023,667.7258412165585
nz-2040_hp-01,E06000059,2025,579.6651148604848
nz-2040_hp-01,E06000059,2030,590.9743492419841
nz-2040_hp-01,E06000059,2035,559.4781829643333
nz-2040_hp-01,E06000059,2040,494.8010176476256
nz-2040_hp-01,E06000059,2045,548.346664762625
nz-2040_hp-01,E06000059,2050,551.483645242999
nz-2040_hp-01,E06000059,2055,553.5774387763304
nz-2040_hp-01,E06000059,2060,852.9861529777686
nz-2040_hp-01,E06000060,2015,532.7595839203863
nz-2040_hp-01,E06000060,2021,699.6809841967627
nz-2040_hp-01,E06000060,2023,623.73306481851
nz-2040_hp-01,E06000060,2025,549.9777918193262
nz-2040_hp-01,E06000060,2030,557.7631258596481
nz-2040_hp-01,E06000060,2035,552.6796812264259
nz-2040_hp-01,E06000060,2040,545.0795517156001
nz-2040_hp-01,E06000060,2045,584.3838995268917
nz-2040_hp-01,E06000060,2050,583.4854548862371
nz-2040_hp-01,E06000060,2055,573.7377442114208
nz-2040_hp-01,E06000060,2060,832.1165222999228
nz-2040_hp-01,E06000061,2015,487.25244642422933
nz-2040_hp-01,E06000061,2021,640.3989513324998
nz-2040_hp-01,E06000061,2023,565.1694162638008
nz-2040_hp-01,E06000061,2025,499.8190181690986
nz-2040_hp-01,E06000061,2030,503.5195600536493
nz-2040_hp-01,E06000061,2035,501.8684037108328
nz-2040_hp-01,E06000061,2040,502.44345560185207
nz-2040_hp-01,E06000061,2045,546.4392131323406
nz-2040_hp-01,E06000061,2050,546.6358660037437
nz-2040_hp-01,E06000061,2055,547.559217200113
nz-2040_hp-01,E06000061,2060,849.499384635705
