YEAR,TECHNOLOGY,RUN,VALUE
2040,Building heating,nz-2040_hp-00,13.368207841926985
2040,Building heating,nz-2040_hp-01,13.077775904818274
2040,Building heating,nz-2045_hp-00,12.613966965558697
2040,Building heating,nz-2045_hp-01,12.624853946947516
2040,Building heating,nz-2050_hp-00,6.239636157948085
2040,Building heating,nz-2050_hp-01,6.789812688893806
2040,Wet heating system,nz-2040_hp-00,2.0933664127931304
2040,Wet heating system,nz-2040_hp-01,2.0680289825856892
2040,Wet heating system,nz-2045_hp-00,2.050006777785182
2040,Wet heating system,nz-2045_hp-01,2.07364544753387
2040,Wet heating system,nz-2050_hp-00,1.1291073240921883
2040,Wet heating system,nz-2050_hp-01,0.8918958028709272
2040,Others,nz-2040_hp-00,0.00019665830224474166
2040,Others,nz-2040_hp-01,0.0001966475017401292
2040,Others,nz-2045_hp-00,0.00019665073284393396
2040,Others,nz-2045_hp-01,42.8446644543202
2040,Others,nz-2050_hp-00,0.0001966431042555944
2040,Others,nz-2050_hp-01,0.0001966529886371007
2045,Energy supply,nz-2040_hp-00,8.482676302624531
2045,Energy supply,nz-2040_hp-01,9.989294902213347
2045,Energy supply,nz-2045_hp-00,8.183205947360468
2045,Energy supply,nz-2045_hp-01,8.244602376936994
2045,Energy supply,nz-2050_hp-00,11.47319588773028
2045,Energy supply,nz-2050_hp-01,11.628852603377577
2045,Networks,nz-2040_hp-00,2.639464997690576
2045,Networks,nz-2040_hp-01,4.222046909574447
2045,Networks,nz-2045_hp-00,2.60608826485603
2045,Networks,nz-2045_hp-01,2.584539352722265
2045,Networks,nz-2050_hp-00,5.779703306824267
2045,Networks,nz-2050_hp-01,3.0236236580903246
2045,District heat,nz-2040_hp-00,0.0281193657387443
2045,District heat,nz-2040_hp-01,0.227369244923935
2045,District heat,nz-2045_hp-00,0.4051471176577807
2045,District heat,nz-2045_hp-01,0.5221390299190947
2045,District heat,nz-2050_hp-00,0.76331617167087
2045,District heat,nz-2050_hp-01,2.6529221266926384
2045,Building retrofit,nz-2040_hp-00,0.548558850122533
2045,Building retrofit,nz-2040_hp-01,0.5353341758983812
2045,Building retrofit,nz-2045_hp-00,0.519631504396504
2045,Building retrofit,nz-2045_hp-01,0.5459456684743261
2045,Building retrofit,nz-2050_hp-00,0.3894242092971702
2045,Building retrofit,nz-2050_hp-01,0.6507385906018732
2045,Building heating,nz-2040_hp-00,14.490486629914765
2045,Building heating,nz-2040_hp-01,12.92704889409528
2045,Building heating,nz-2045_hp-00,13.666819715830098
2045,Building heating,nz-2045_hp-01,13.567791233296923
2045,Building heating,nz-2050_hp-00,6.324196175529089
2045,Building heating,nz-2050_hp-01,7.439451924152635
2045,Wet heating system,nz-2040_hp-00,2.1622901107942942
2045,Wet heating system,nz-2040_hp-01,2.130096794500281
2045,Wet heating system,nz-2045_hp-00,2.2284773169796335
2045,Wet heating system,nz-2045_hp-01,2.2174032971686053
2045,Wet heating system,nz-2050_hp-00,1.135119769111107
2045,Wet heating system,nz-2050_hp-01,0.6759941072439036
2045,Others,nz-2040_hp-00,7.521981019797676e-05
2045,Others,nz-2040_hp-01,7.520839938211534e-05
2045,Others,nz-2045_hp-00,7.520896731325612e-05
2045,Others,nz-2045_hp-01,17.40094957213461
2045,Others,nz-2050_hp-00,7.520372654168481e-05
2045,Others,nz-2050_hp-01,7.521135030630096e-05
2050,Energy supply,nz-2040_hp-00,8.500999982727992
2050,Energy supply,nz-2040_hp-01,11.077704919693556
2050,Energy supply,nz-2045_hp-00,8.734547933330239
2050,Energy supply,nz-2045_hp-01,9.18245602341126
