REGION,TECHNOLOGY,RUN,VALUE
W06000016,NGBOSD,nz-2050_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,0.000367042521740689
W06000016,NGBOSD,nz-2050_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,3.7155587659900606e-05
W06000016,NGBOSD,nz-2050_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,1.2272027833707045e-06
W06000016,NGBOSD,nz-2050_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,1.4086463407161438e-06
W06000016,NGBOSD,nz-2050_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,1.4096356873288874e-06
W06000016,NGBOSD,nz-2050_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,1.3947557783989594e-06
W06000016,NGCHSD,nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,2.8376817788214867e-12
W06000016,NGCHSD,nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,1.2479428437965217e-12
W06000016,NGCHSD,nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,1.7405594704874025e-12
W06000016,NGCHSD,nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,9.93080083035857e-13
W06000016,NGCHSD,nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,7.104259470139175e-13
W06000016,NGCHSD,nz-2045_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,5.996521420555482e-13
W06000016,NGCHSD,nz-2045_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,1.9986094498320932e-13
W06000016,NGCHSD,nz-2045_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,1.065422993861723e-13
W06000016,NGCHSD,nz-2045_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,1.2218189397457125e-12
W06000016,NGCHSD,nz-2045_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,2.536118938287458e-13
W06000016,NGCHSD,nz-2045_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,8.334116598684135e-13
W06000016,NGCHSD,nz-2045_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,2.3915223094611174e-12
W06000016,NGCHSD,nz-2050_hp-00_dh-00_lp-00_h2-01_UK|LA|SO,9.248486876795843e-13
W06000016,NGCHSD,nz-2050_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,1.9464476971094532e-12
W06000016,NGCHSD,nz-2050_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,2.0602024953288774e-12
W06000016,NGCHSD,nz-2050_hp-00_dh-01_lp-00_h2-01_UK|LA|SO,5.373873230501704e-12
W06000016,NGCHSD,nz-2050_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,3.5197592232228092e-12
W06000016,NGCHSD,nz-2050_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,9.65511230620342e-13
W06000016,NGCHSD,nz-2050_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,6.248251707201501e-13
W06000016,NGCHSD,nz-2050_hp-01_dh-00_lp-00_h2-01_UK|LA|SO,3.488333745401906e-12
W06000016,NGCHSD,nz-2050_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,2.3575667378949645e-13
W06000016,NGCHSD,nz-2050_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,1.7058026122787108e-13
W06000016,NGCHSD,nz-2050_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,6.784734362404474e-13
W06000016,NGCHSD,nz-2050_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,5.121626647789475e-13
W06000016,NGCHSD,nz-2050_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,1.2633155754835196e-12
W06000016,NGCHSD,nz-2050_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,4.218772123921454e-13
W06000016,RWHPSD,nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,2.8104642447635215e-05
W06000016,RWHPSD,nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,3.9872204125883873e-05
W06000016,RWHPSD,nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,1.0548916290786765e-05
W06000016,RWHPSD,nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,1.8259495873817797e-06
W06000016,RWHPSD,nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,3.143369839340249e-06
W06000016,RWHPSD,nz-2045_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,0.0007998356886879813
W06000016,RWHPSD,nz-2045_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,0.0010264486351236174
W06000016,RWHPSD,nz-2045_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,0.00014937917470630378
W06000016,RWHPSD,nz-2045_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,1.0266098730943583e-05
W06000016,RWHPSD,nz-2045_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,1.024702388056893e-05
W06000016,RWHPSD,nz-2045_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,6.480284487650711e-06
W06000016,RWHPSD,nz-2045_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,6.648324531473169e-06
W06000016,RWHPSD,nz-2050_hp-00_dh-00_lp-00_h2-01_UK|LA|SO,6.174407778451505e-06
