REGION,PROPERTY_TYPE,YEAR,VALUE
E07000043,Detached,2040,13540.6
E07000043,Detached,2045,13968.4
E07000043,Detached,2050,14417.4
E07000043,Detached,2055,14872.8
E07000043,Detached,2060,15150.0
E07000043,Flats,2015,7324.0
E07000043,Flats,2021,7635.0
E07000043,Flats,2023,7789.5
E07000043,Flats,2025,8043.8
E07000043,Flats,2030,8379.6
E07000043,Flats,2035,8683.4
E07000043,Flats,2040,8968.4
E07000043,Flats,2045,9248.6
E07000043,Flats,2050,9546.6
E07000043,Flats,2055,9849.4
E07000043,Flats,2060,10035.0
E07000043,Semi-detached,2015,15406.333333333334
E07000043,Semi-detached,2021,16088.5
E07000043,Semi-detached,2023,16410.0
E07000043,Semi-detached,2025,16944.0
E07000043,Semi-detached,2030,17638.6
E07000043,Semi-detached,2035,18282.0
E07000043,Semi-detached,2040,18883.4
E07000043,Semi-detached,2045,19474.4
E07000043,Semi-detached,2050,20096.0
E07000043,Semi-detached,2055,20731.6
E07000043,Semi-detached,2060,21126.0
E07000043,Terraced,2015,11449.5
E07000043,Terraced,2021,11896.5
E07000043,Terraced,2023,12133.0
E07000043,Terraced,2025,12530.6
E07000043,Terraced,2030,13051.2
E07000043,Terraced,2035,13522.2
E07000043,Terraced,2040,13962.8
E07000043,Terraced,2045,14402.8
E07000043,Terraced,2050,14859.4
E07000043,Terraced,2055,15334.6
E07000043,Terraced,2060,15626.0
E07000044,Detached,2015,11032.5
E07000044,Detached,2021,11511.0
E07000044,Detached,2023,11760.5
E07000044,Detached,2025,12155.2
E07000044,Detached,2030,12652.8
E07000044,Detached,2035,13049.2
E07000044,Detached,2040,13403.0
E07000044,Detached,2045,13752.4
E07000044,Detached,2050,14116.6
E07000044,Detached,2055,14491.0
E07000044,Detached,2060,14722.0
E07000044,Flats,2015,5697.833333333333
E07000044,Flats,2021,5896.5
E07000044,Flats,2023,6021.5
E07000044,Flats,2025,6228.8
E07000044,Flats,2030,6480.8
E07000044,Flats,2035,6685.0
E07000044,Flats,2040,6867.8
E07000044,Flats,2045,7045.2
E07000044,Flats,2050,7234.0
E07000044,Flats,2055,7428.4
E07000044,Flats,2060,7545.0
E07000044,Semi-detached,2015,16502.666666666668
E07000044,Semi-detached,2021,17089.0
E07000044,Semi-detached,2023,17453.5
E07000044,Semi-detached,2025,18042.0
E07000044,Semi-detached,2030,18780.2
E07000044,Semi-detached,2035,19364.0
E07000044,Semi-detached,2040,19884.2
E07000044,Semi-detached,2045,20408.8
E07000044,Semi-detached,2050,20951.0
E07000044,Semi-detached,2055,21512.0
E07000044,Semi-detached,2060,21856.0
E07000044,Terraced,2015,10496.333333333334
E07000044,Terraced,2021,10893.0
E07000044,Terraced,2023,11119.5
E07000044,Terraced,2025,11495.4
E07000044,Terraced,2030,11967.6
E07000044,Terraced,2035,12344.4
E07000044,Terraced,2040,12677.4
E07000044,Terraced,2045,13014.4
E07000044,Terraced,2050,13359.8
E07000044,Terraced,2055,13712.6
E07000044,Terraced,2060,13922.0
E07000045,Detached,2015,12818.666666666666
E07000045,Detached,2021,13588.0
E07000045,Detached,2023,13978.0
E07000045,Detached,2025,14594.8
E07000045,Detached,2030,15390.8
E07000045,Detached,2035,16088.8
E07000045,Detached,2040,16714.2
E07000045,Detached,2045,17351.4
E07000045,Detached,2050,18020.8
E07000045,Detached,2055,18717.0
E07000045,Detached,2060,19136.0
E07000045,Flats,2015,9445.0
E07000045,Flats,2021,9882.5
E07000045,Flats,2023,10165.0
E07000045,Flats,2025,10616.2
E07000045,Flats,2030,11196.2
E07000045,Flats,2035,11705.0
E07000045,Flats,2040,12170.6
E07000045,Flats,2045,12633.0
E07000045,Flats,2050,13114.8
E07000045,Flats,2055,13615.2
E07000045,Flats,2060,13916.0
E07000045,Semi-detached,2015,22357.833333333332
E07000045,Semi-detached,2021,23111.5
E07000045,Semi-detached,2023,23776.5
E07000045,Semi-detached,2025,24818.4
E07000045,Semi-detached,2030,26162.6
E07000045,Semi-detached,2035,27353.2
E07000045,Semi-detached,2040,28436.0
E07000045,Semi-detached,2045,29528.4
E07000045,Semi-detached,2050,30658.8
E07000045,Semi-detached,2055,31835.6
E07000045,Semi-detached,2060,32555.0
E07000045,Terraced,2015,15575.5
E07000045,Terraced,2021,16269.5
E07000045,Terraced,2023,16738.5
E07000045,Terraced,2025,17477.6
E07000045,Terraced,2030,18423.8
E07000045,Terraced,2035,19262.6
E07000045,Terraced,2040,20018.8
E07000045,Terraced,2045,20786.6
E07000045,Terraced,2050,21585.2
E07000045,Terraced,2055,22408.0
E07000045,Terraced,2060,22911.0
E07000046,Detached,2015,8666.166666666666
E07000046,Detached,2021,9051.5
E07000046,Detached,2023,9245.5
E07000046,Detached,2025,9565.6
E07000046,Detached,2030,9988.2
E07000046,Detached,2035,10350.0
E07000046,Detached,2040,10678.2
E07000046,Detached,2045,11005.6
E07000046,Detached,2050,11345.8
E07000046,Detached,2055,11695.2
E07000046,Detached,2060,11911.0
E07000046,Flats,2015,3547.1666666666665
E07000046,Flats,2021,3689.5
E07000046,Flats,2023,3771.5
E07000046,Flats,2025,3908.8
E07000046,Flats,2030,4071.6
E07000046,Flats,2035,4224.8
E07000046,Flats,2040,4355.0
E07000046,Flats,2045,4493.0
E07000046,Flats,2050,4632.0
E07000046,Flats,2055,4772.6
E07000046,Flats,2060,4866.0
E07000046,Semi-detached,2015,11547.833333333334
E07000046,Semi-detached,2021,12010.0
E07000046,Semi-detached,2023,12267.5
E07000046,Semi-detached,2025,12698.8
E07000046,Semi-detached,2030,13259.6
E07000046,Semi-detached,2035,13734.4
E07000046,Semi-detached,2040,14173.8
E07000046,Semi-detached,2045,14602.2
E07000046,Semi-detached,2050,15058.6
E07000046,Semi-detached,2055,15519.6
E07000046,Semi-detached,2060,15811.0
E07000046,Terraced,2015,8237.166666666666
E07000046,Terraced,2021,8511.5
E07000046,Terraced,2023,8695.0
E07000046,Terraced,2025,9005.0
E07000046,Terraced,2030,9395.4
E07000046,Terraced,2035,9733.4
E07000046,Terraced,2040,10040.0
E07000046,Terraced,2045,10350.8
E07000046,Terraced,2050,10670.2
E07000046,Terraced,2055,11000.2
E07000046,Terraced,2060,11201.0
E07000047,Detached,2015,7278.666666666667
E07000047,Detached,2021,7525.5
E07000047,Detached,2023,7667.5
E07000047,Detached,2025,7900.0
E07000047,Detached,2030,8202.4
E07000047,Detached,2035,8472.6
E07000047,Detached,2040,8714.2
E07000047,Detached,2045,8951.4
E07000047,Detached,2050,9200.8
E07000047,Detached,2055,9452.8
E07000047,Detached,2060,9610.0
E07000047,Flats,2015,2704.3333333333335
E07000047,Flats,2021,2815.5
E07000047,Flats,2023,2870.0
E07000047,Flats,2025,2955.0
E07000047,Flats,2030,3068.6
E07000047,Flats,2035,3169.6
E07000047,Flats,2040,3261.0
E07000047,Flats,2045,3349.0
E07000047,Flats,2050,3441.4
E07000047,Flats,2055,3536.0
E07000047,Flats,2060,3596.0
E07000047,Semi-detached,2015,9224.166666666666
E07000047,Semi-detached,2021,9503.5
E07000047,Semi-detached,2023,9683.0
E07000047,Semi-detached,2025,9975.8
E07000047,Semi-detached,2030,10359.6
E07000047,Semi-detached,2035,10701.0
E07000047,Semi-detached,2040,11006.6
E07000047,Semi-detached,2045,11306.8
E07000047,Semi-detached,2050,11615.8
E07000047,Semi-detached,2055,11937.0
E07000047,Semi-detached,2060,12131.0
E07000047,Terraced,2015,6155.833333333333
E07000047,Terraced,2021,6303.0
E07000047,Terraced,2023,6419.0
E07000047,Terraced,2025,6614.2
E07000047,Terraced,2030,6868.8
E07000047,Terraced,2035,7095.8
E07000047,Terraced,2040,7299.0
E07000047,Terraced,2045,7497.4
E07000047,Terraced,2050,7704.4
E07000047,Terraced,2055,7916.8
E07000047,Terraced,2060,8046.0
E07000061,Detached,2015,5684.333333333333
E07000061,Detached,2021,5785.5
E07000061,Detached,2023,5853.5
E07000061,Detached,2025,5983.4
E07000061,Detached,2030,6168.4
E07000061,Detached,2035,6337.8
E07000061,Detached,2040,6497.2
E07000061,Detached,2045,6660.2
E07000061,Detached,2050,6830.4
E07000061,Detached,2055,6996.8
E07000061,Detached,2060,7103.0
E07000061,Flats,2015,19235.666666666668
E07000061,Flats,2021,19735.0
E07000061,Flats,2023,19973.5
E07000061,Flats,2025,20403.2
E07000061,Flats,2030,21033.4
E07000061,Flats,2035,21615.0
E07000061,Flats,2040,22163.8
E07000061,Flats,2045,22717.0
E07000061,Flats,2050,23286.6
E07000061,Flats,2055,23869.6
E07000061,Flats,2060,24225.0
E07000061,Semi-detached,2015,10645.666666666666
E07000061,Semi-detached,2021,10756.5
E07000061,Semi-detached,2023,10881.5
E07000061,Semi-detached,2025,11117.2
E07000061,Semi-detached,2030,11462.4
E07000061,Semi-detached,2035,11780.4
E07000061,Semi-detached,2040,12075.8
E07000061,Semi-detached,2045,12379.8
E07000061,Semi-detached,2050,12690.0
E07000061,Semi-detached,2055,13004.4
E07000061,Semi-detached,2060,13201.0
E07000061,Terraced,2015,13035.833333333334
E07000061,Terraced,2021,13191.0
E07000061,Terraced,2023,13347.5
E07000061,Terraced,2025,13636.8
E07000061,Terraced,2030,14058.0
E07000061,Terraced,2035,14446.0
E07000061,Terraced,2040,14814.2
E07000061,Terraced,2045,15183.6
E07000061,Terraced,2050,15564.4
E07000061,Terraced,2055,15953.4
E07000061,Terraced,2060,16197.0
E07000062,Detached,2015,5363.666666666667
E07000062,Detached,2021,5443.5
E07000062,Detached,2023,5491.0
E07000062,Detached,2025,5573.2
E07000062,Detached,2030,5701.0
E07000062,Detached,2035,5828.8
E07000062,Detached,2040,5936.0
E07000062,Detached,2045,6037.0
E07000062,Detached,2050,6143.2
E07000062,Detached,2055,6255.6
E07000062,Detached,2060,6321.0
E07000062,Flats,2015,16980.333333333332
E07000062,Flats,2021,17320.0
E07000062,Flats,2023,17475.0
E07000062,Flats,2025,17735.8
E07000062,Flats,2030,18135.6
E07000062,Flats,2035,18537.0
E07000062,Flats,2040,18878.6
E07000062,Flats,2045,19204.8
E07000062,Flats,2050,19542.8
E07000062,Flats,2055,19887.4
E07000062,Flats,2060,20099.0
E07000062,Semi-detached,2015,10071.333333333334
E07000062,Semi-detached,2021,10218.0
E07000062,Semi-detached,2023,10305.0
E07000062,Semi-detached,2025,10462.8
E07000062,Semi-detached,2030,10698.0
E07000062,Semi-detached,2035,10937.6
E07000062,Semi-detached,2040,11140.2
E07000062,Semi-detached,2045,11333.6
E07000062,Semi-detached,2050,11533.4
E07000062,Semi-detached,2055,11737.8
E07000062,Semi-detached,2060,11861.0
E07000062,Terraced,2015,10877.0
E07000062,Terraced,2021,11045.0
E07000062,Terraced,2023,11144.5
E07000062,Terraced,2025,11310.2
E07000062,Terraced,2030,11567.0
E07000062,Terraced,2035,11822.2
E07000062,Terraced,2040,12042.6
E07000062,Terraced,2045,12252.8
E07000062,Terraced,2050,12467.8
E07000062,Terraced,2055,12690.6
E07000062,Terraced,2060,12823.0
E07000063,Detached,2015,8863.5
E07000063,Detached,2021,9119.0
E07000063,Detached,2023,9277.5
E07000063,Detached,2025,9538.0
E07000063,Detached,2030,9874.0
E07000063,Detached,2035,10183.0
E07000063,Detached,2040,10470.0
E07000063,Detached,2045,10754.2
E07000063,Detached,2050,11045.2
E07000063,Detached,2055,11346.0
E07000063,Detached,2060,11530.0
E07000063,Flats,2015,8652.333333333334
E07000063,Flats,2021,8993.0
E07000063,Flats,2023,9147.0
E07000063,Flats,2025,9404.8
E07000063,Flats,2030,9740.2
E07000063,Flats,2035,10044.0
E07000063,Flats,2040,10324.8
E07000063,Flats,2045,10604.2
E07000063,Flats,2050,10891.6
E07000063,Flats,2055,11190.8
E07000063,Flats,2060,11374.0
E07000063,Semi-detached,2015,17640.0
E07000063,Semi-detached,2021,17993.0
E07000063,Semi-detached,2023,18302.5
E07000063,Semi-detached,2025,18806.6
E07000063,Semi-detached,2030,19475.2
E07000063,Semi-detached,2035,20093.6
E07000063,Semi-detached,2040,20658.2
E07000063,Semi-detached,2045,21219.8
E07000063,Semi-detached,2050,21797.6
E07000063,Semi-detached,2055,22383.6
E07000063,Semi-detached,2060,22749.0
E07000063,Terraced,2015,9267.833333333334
E07000063,Terraced,2021,9511.5
E07000063,Terraced,2023,9678.0
E07000063,Terraced,2025,9948.8
E07000063,Terraced,2030,10301.2
E07000063,Terraced,2035,10624.4
E07000063,Terraced,2040,10925.2
E07000063,Terraced,2045,11217.0
E07000063,Terraced,2050,11524.2
E07000063,Terraced,2055,11837.2
E07000063,Terraced,2060,12024.0
E07000064,Detached,2015,11430.5
E07000064,Detached,2021,11789.5
E07000064,Detached,2023,12069.0
E07000064,Detached,2025,12532.0
E07000064,Detached,2030,13122.8
E07000064,Detached,2035,13637.4
E07000064,Detached,2040,14118.8
E07000064,Detached,2045,14606.8
E07000064,Detached,2050,15112.6
E07000064,Detached,2055,15636.4
E07000064,Detached,2060,15962.0
E07000064,Flats,2015,10252.0
E07000064,Flats,2021,10697.0
E07000064,Flats,2023,10964.5
E07000064,Flats,2025,11377.8
E07000064,Flats,2030,11915.2
E07000064,Flats,2035,12374.6
E07000064,Flats,2040,12813.0
E07000064,Flats,2045,13256.6
E07000064,Flats,2050,13716.2
E07000064,Flats,2055,14194.2
E07000064,Flats,2060,14482.0
E07000064,Semi-detached,2015,16397.166666666668
E07000064,Semi-detached,2021,16775.0
E07000064,Semi-detached,2023,17171.5
E07000064,Semi-detached,2025,17831.6
E07000064,Semi-detached,2030,18680.8
E07000064,Semi-detached,2035,19405.8
E07000064,Semi-detached,2040,20089.4
E07000064,Semi-detached,2045,20787.0
E07000064,Semi-detached,2050,21504.8
E07000064,Semi-detached,2055,22253.4
E07000064,Semi-detached,2060,22715.0
E07000064,Terraced,2015,6648.833333333333
E07000064,Terraced,2021,6860.0
E07000064,Terraced,2023,7030.0
E07000064,Terraced,2025,7291.0
E07000064,Terraced,2030,7632.4
E07000064,Terraced,2035,7929.2
E07000064,Terraced,2040,8210.0
E07000064,Terraced,2045,8492.2
E07000064,Terraced,2050,8786.6
E07000064,Terraced,2055,9090.4
E07000064,Terraced,2060,9280.0
E07000065,Detached,2015,22101.833333333332
E07000065,Detached,2021,22931.0
E07000065,Detached,2023,23364.5
E07000065,Detached,2025,24032.0
E07000065,Detached,2030,24913.2
E07000065,Detached,2035,25708.0
E07000065,Detached,2040,26436.6
E07000065,Detached,2045,27167.4
E07000065,Detached,2050,27926.0
E07000065,Detached,2055,28703.4
E07000065,Detached,2060,29175.0
E07000065,Flats,2015,8245.833333333334
E07000065,Flats,2021,8659.5
E07000065,Flats,2023,8833.0
E07000065,Flats,2025,9091.4
E07000065,Flats,2030,9424.4
E07000065,Flats,2035,9718.8
E07000065,Flats,2040,10000.6
E07000065,Flats,2045,10272.0
E07000065,Flats,2050,10558.6
E07000065,Flats,2055,10856.2
E07000065,Flats,2060,11035.0
E07000065,Semi-detached,2015,27558.833333333332
E07000065,Semi-detached,2021,28394.5
E07000065,Semi-detached,2023,28926.5
E07000065,Semi-detached,2025,29760.2
E07000065,Semi-detached,2030,30842.8
E07000065,Semi-detached,2035,31831.2
E07000065,Semi-detached,2040,32738.2
E07000065,Semi-detached,2045,33644.6
E07000065,Semi-detached,2050,34580.8
E07000065,Semi-detached,2055,35545.2
E07000065,Semi-detached,2060,36135.0
E07000065,Terraced,2015,9800.833333333334
E07000065,Terraced,2021,10160.0
E07000065,Terraced,2023,10361.0
E07000065,Terraced,2025,10662.4
E07000065,Terraced,2030,11055.2
E07000065,Terraced,2035,11397.8
E07000065,Terraced,2040,11719.2
E07000065,Terraced,2045,12038.4
E07000065,Terraced,2050,12381.2
E07000065,Terraced,2055,12729.8
E07000065,Terraced,2060,12947.0
E07000066,Detached,2015,12824.333333333334
E07000066,Detached,2021,13135.5
E07000066,Detached,2023,13279.5
E07000066,Detached,2025,13527.8
E07000066,Detached,2030,13885.0
E07000066,Detached,2035,14255.6
E07000066,Detached,2040,14627.4
E07000066,Detached,2045,15009.4
E07000066,Detached,2050,15397.4
E07000066,Detached,2055,15792.6
E07000066,Detached,2060,16047.0
E07000066,Flats,2015,14352.0
E07000066,Flats,2021,15028.5
E07000066,Flats,2023,15194.0
E07000066,Flats,2025,15481.0
E07000066,Flats,2030,15882.8
E07000066,Flats,2035,16304.8
E07000066,Flats,2040,16735.6
E07000066,Flats,2045,17168.6
E07000066,Flats,2050,17617.8
E07000066,Flats,2055,18071.4
E07000066,Flats,2060,18359.0
E07000066,Semi-detached,2015,21400.0
E07000066,Semi-detached,2021,21723.5
E07000066,Semi-detached,2023,21961.5
E07000066,Semi-detached,2025,22381.4
E07000066,Semi-detached,2030,22960.8
E07000066,Semi-detached,2035,23576.8
E07000066,Semi-detached,2040,24200.6
E07000066,Semi-detached,2045,24826.4
E07000066,Semi-detached,2050,25469.6
E07000066,Semi-detached,2055,26119.6
E07000066,Semi-detached,2060,26526.0
E07000066,Terraced,2015,28916.666666666668
E07000066,Terraced,2021,29228.5
E07000066,Terraced,2023,29560.0
E07000066,Terraced,2025,30116.8
E07000066,Terraced,2030,30904.2
E07000066,Terraced,2035,31724.8
E07000066,Terraced,2040,32564.4
E07000066,Terraced,2045,33407.2
E07000066,Terraced,2050,34274.4
E07000066,Terraced,2055,35158.4
E07000066,Terraced,2060,35695.0
E07000067,Detached,2015,14829.666666666666
E07000067,Detached,2021,15387.0
E07000067,Detached,2023,15581.0
E07000067,Detached,2025,15867.2
E07000067,Detached,2030,16265.6
E07000067,Detached,2035,16646.0
E07000067,Detached,2040,17016.0
E07000067,Detached,2045,17400.4
E07000067,Detached,2050,17798.4
E07000067,Detached,2055,18202.2
E07000067,Detached,2060,18451.0
E07000067,Flats,2015,8650.0
E07000067,Flats,2021,9219.0
E07000067,Flats,2023,9334.0
E07000067,Flats,2025,9510.6
E07000067,Flats,2030,9753.4
E07000067,Flats,2035,9976.6
E07000067,Flats,2040,10198.8
E07000067,Flats,2045,10428.4
E07000067,Flats,2050,10670.6
E07000067,Flats,2055,10903.0
E07000067,Flats,2060,11045.0
E07000067,Semi-detached,2015,23407.833333333332
E07000067,Semi-detached,2021,24022.0
E07000067,Semi-detached,2023,24296.5
E07000067,Semi-detached,2025,24755.6
E07000067,Semi-detached,2030,25381.0
E07000067,Semi-detached,2035,25968.0
E07000067,Semi-detached,2040,26560.4
E07000067,Semi-detached,2045,27158.2
E07000067,Semi-detached,2050,27770.6
E07000067,Semi-detached,2055,28399.8
E07000067,Semi-detached,2060,28779.0
E07000067,Terraced,2015,17145.0
E07000067,Terraced,2021,17569.5
E07000067,Terraced,2023,17786.5
E07000067,Terraced,2025,18111.8
E07000067,Terraced,2030,18567.4
E07000067,Terraced,2035,18995.4
E07000067,Terraced,2040,19427.2
E07000067,Terraced,2045,19859.6
E07000067,Terraced,2050,20312.0
E07000067,Terraced,2055,20776.6
E07000067,Terraced,2060,21054.0
E07000068,Detached,2015,7980.833333333333
E07000068,Detached,2021,8028.5
E07000068,Detached,2023,8049.0
E07000068,Detached,2025,8093.6
E07000068,Detached,2030,8197.8
E07000068,Detached,2035,8345.2
E07000068,Detached,2040,8498.4
E07000068,Detached,2045,8658.6
E07000068,Detached,2050,8816.4
E07000068,Detached,2055,8980.2
E07000068,Detached,2060,9082.0
E07000068,Flats,2015,7485.0
E07000068,Flats,2021,7988.0
E07000068,Flats,2023,8007.5
E07000068,Flats,2025,8055.0
E07000068,Flats,2030,8156.2
E07000068,Flats,2035,8295.8
E07000068,Flats,2040,8457.0
E07000068,Flats,2045,8614.4
E07000068,Flats,2050,8770.4
E07000068,Flats,2055,8934.8
E07000068,Flats,2060,9036.0
E07000068,Semi-detached,2015,12066.5
E07000068,Semi-detached,2021,12099.0
E07000068,Semi-detached,2023,12132.0
E07000068,Semi-detached,2025,12201.0
E07000068,Semi-detached,2030,12359.6
E07000068,Semi-detached,2035,12577.2
E07000068,Semi-detached,2040,12810.0
E07000068,Semi-detached,2045,13048.8
E07000068,Semi-detached,2050,13289.0
E07000068,Semi-detached,2055,13539.8
E07000068,Semi-detached,2060,13689.0
E07000068,Terraced,2015,5660.666666666667
E07000068,Terraced,2021,5708.0
E07000068,Terraced,2023,5724.0
E07000068,Terraced,2025,5754.2
E07000068,Terraced,2030,5833.2
E07000068,Terraced,2035,5934.0
E07000068,Terraced,2040,6042.0
E07000068,Terraced,2045,6153.8
E07000068,Terraced,2050,6267.0
E07000068,Terraced,2055,6385.8
E07000068,Terraced,2060,6454.0
E07000069,Detached,2015,9748.166666666666
E07000069,Detached,2021,9926.0
E07000069,Detached,2023,10015.5
E07000069,Detached,2025,10138.6
E07000069,Detached,2030,10322.8
E07000069,Detached,2035,10514.2
E07000069,Detached,2040,10742.0
E07000069,Detached,2045,10984.6
E07000069,Detached,2050,11228.2
E07000069,Detached,2055,11479.6
E07000069,Detached,2060,11629.0
E07000069,Flats,2015,3672.6666666666665
E07000069,Flats,2021,3780.0
E07000069,Flats,2023,3816.5
E07000069,Flats,2025,3868.2
E07000069,Flats,2030,3939.2
E07000069,Flats,2035,4011.4
E07000069,Flats,2040,4098.8
E07000069,Flats,2045,4186.2
E07000069,Flats,2050,4279.8
E07000069,Flats,2055,4376.8
E07000069,Flats,2060,4440.0
E07000069,Semi-detached,2015,20086.833333333332
E07000069,Semi-detached,2021,20157.0
E07000069,Semi-detached,2023,20308.5
E07000069,Semi-detached,2025,20589.0
E07000069,Semi-detached,2030,20955.6
E07000069,Semi-detached,2035,21346.4
E07000069,Semi-detached,2040,21810.6
E07000069,Semi-detached,2045,22301.4
E07000069,Semi-detached,2050,22795.4
E07000069,Semi-detached,2055,23308.0
E07000069,Semi-detached,2060,23621.0
E07000069,Terraced,2015,3312.5
E07000069,Terraced,2021,3339.0
E07000069,Terraced,2023,3366.5
E07000069,Terraced,2025,3418.0
E07000069,Terraced,2030,3482.8
E07000069,Terraced,2035,3542.4
E07000069,Terraced,2040,3620.0
E07000069,Terraced,2045,3699.2
E07000069,Terraced,2050,3782.6
E07000069,Terraced,2055,3868.0
E07000069,Terraced,2060,3926.0
E07000070,Detached,2015,18234.5
E07000070,Detached,2021,19025.5
E07000070,Detached,2023,19376.0
E07000070,Detached,2025,19943.6
E07000070,Detached,2030,20668.0
E07000070,Detached,2035,21342.2
E07000070,Detached,2040,21990.6
E07000070,Detached,2045,22642.8
E07000070,Detached,2050,23315.8
E07000070,Detached,2055,24015.0
E07000070,Detached,2060,24435.0
E07000070,Flats,2015,14297.666666666666
E07000070,Flats,2021,15811.5
E07000070,Flats,2023,16105.0
E07000070,Flats,2025,16574.6
E07000070,Flats,2030,17183.0
E07000070,Flats,2035,17745.8
E07000070,Flats,2040,18286.8
E07000070,Flats,2045,18824.6
E07000070,Flats,2050,19387.4
E07000070,Flats,2055,19966.8
E07000070,Flats,2060,20314.0
E07000070,Semi-detached,2015,25038.333333333332
E07000070,Semi-detached,2021,25710.0
E07000070,Semi-detached,2023,26188.5
E07000070,Semi-detached,2025,26946.6
E07000070,Semi-detached,2030,27926.2
E07000070,Semi-detached,2035,28829.4
E07000070,Semi-detached,2040,29710.6
E07000070,Semi-detached,2045,30598.2
E07000070,Semi-detached,2050,31510.0
E07000070,Semi-detached,2055,32454.6
E07000070,Semi-detached,2060,33033.0
E07000070,Terraced,2015,16444.333333333332
E07000070,Terraced,2021,16955.0
E07000070,Terraced,2023,17273.0
E07000070,Terraced,2025,17778.4
E07000070,Terraced,2030,18426.8
E07000070,Terraced,2035,19030.8
E07000070,Terraced,2040,19604.0
E07000070,Terraced,2045,20184.8
E07000070,Terraced,2050,20779.6
E07000070,Terraced,2055,21402.2
E07000070,Terraced,2060,21777.0
E07000071,Detached,2015,17366.0
E07000071,Detached,2021,18168.0
E07000071,Detached,2023,18524.5
E07000071,Detached,2025,19117.4
E07000071,Detached,2030,19893.6
E07000071,Detached,2035,20607.6
E07000071,Detached,2040,21261.0
E07000071,Detached,2045,21911.6
E07000071,Detached,2050,22587.0
E07000071,Detached,2055,23272.6
E07000071,Detached,2060,23703.0
E07000071,Flats,2015,17345.0
E07000071,Flats,2021,18712.5
E07000071,Flats,2023,19080.0
E07000071,Flats,2025,19691.2
E07000071,Flats,2030,20495.6
E07000071,Flats,2035,21240.8
E07000071,Flats,2040,21903.0
E07000071,Flats,2045,22569.2
E07000071,Flats,2050,23267.8
E07000071,Flats,2055,23975.4
E07000071,Flats,2060,24414.0
E07000071,Semi-detached,2015,27655.166666666668
E07000071,Semi-detached,2021,28662.0
E07000071,Semi-detached,2023,29232.0
E07000071,Semi-detached,2025,30152.2
E07000071,Semi-detached,2030,31376.6
E07000071,Semi-detached,2035,32508.0
E07000071,Semi-detached,2040,33537.6
E07000071,Semi-detached,2045,34565.2
E07000071,Semi-detached,2050,35627.2
E07000071,Semi-detached,2055,36720.4
E07000071,Semi-detached,2060,37384.0
E07000071,Terraced,2015,18176.666666666668
E07000071,Terraced,2021,19009.5
E07000071,Terraced,2023,19393.0
E07000071,Terraced,2025,20003.8
E07000071,Terraced,2030,20822.4
E07000071,Terraced,2035,21575.8
E07000071,Terraced,2040,22259.2
E07000071,Terraced,2045,22936.8
E07000071,Terraced,2050,23645.6
E07000071,Terraced,2055,24365.4
E07000071,Terraced,2060,24806.0
E07000072,Detached,2015,10218.666666666666
E07000072,Detached,2021,10513.0
E07000072,Detached,2023,10632.0
E07000072,Detached,2025,10832.6
E07000072,Detached,2030,11132.6
E07000072,Detached,2035,11442.4
E07000072,Detached,2040,11744.8
E07000072,Detached,2045,12048.6
E07000072,Detached,2050,12357.2
E07000072,Detached,2055,12671.0
E07000072,Detached,2060,12868.0
E07000072,Flats,2015,12378.833333333334
E07000072,Flats,2021,12866.0
E07000072,Flats,2023,13014.0
E07000072,Flats,2025,13260.2
E07000072,Flats,2030,13631.2
E07000072,Flats,2035,14012.6
E07000072,Flats,2040,14374.0
E07000072,Flats,2045,14742.8
E07000072,Flats,2050,15120.6
E07000072,Flats,2055,15511.6
E07000072,Flats,2060,15755.0
E07000072,Semi-detached,2015,18546.5
E07000072,Semi-detached,2021,18880.0
E07000072,Semi-detached,2023,19085.5
E07000072,Semi-detached,2025,19455.4
E07000072,Semi-detached,2030,20000.8
E07000072,Semi-detached,2035,20557.4
E07000072,Semi-detached,2040,21099.0
E07000072,Semi-detached,2045,21635.6
E07000072,Semi-detached,2050,22196.0
E07000072,Semi-detached,2055,22768.8
E07000072,Semi-detached,2060,23117.0
E07000072,Terraced,2015,14065.666666666666
E07000072,Terraced,2021,14289.0
E07000072,Terraced,2023,14447.5
E07000072,Terraced,2025,14720.4
E07000072,Terraced,2030,15130.2
E07000072,Terraced,2035,15552.6
E07000072,Terraced,2040,15959.8
E07000072,Terraced,2045,16368.6
E07000072,Terraced,2050,16789.4
E07000072,Terraced,2055,17225.8
E07000072,Terraced,2060,17491.0
E07000073,Detached,2015,3020.1666666666665
E07000073,Detached,2021,3162.5
E07000073,Detached,2023,3188.0
E07000073,Detached,2025,3233.4
E07000073,Detached,2030,3308.0
E07000073,Detached,2035,3387.4
E07000073,Detached,2040,3455.0
E07000073,Detached,2045,3521.8
E07000073,Detached,2050,3594.0
E07000073,Detached,2055,3670.2
E07000073,Detached,2060,3709.0
E07000073,Flats,2015,9722.166666666666
E07000073,Flats,2021,10452.5
E07000073,Flats,2023,10542.0
E07000073,Flats,2025,10682.2
E07000073,Flats,2030,10915.0
E07000073,Flats,2035,11171.2
E07000073,Flats,2040,11405.0
E07000073,Flats,2045,11627.4
E07000073,Flats,2050,11857.0
E07000073,Flats,2055,12095.6
E07000073,Flats,2060,12239.0
E07000073,Semi-detached,2015,4836.666666666667
E07000073,Semi-detached,2021,4976.5
E07000073,Semi-detached,2023,5022.0
E07000073,Semi-detached,2025,5095.2
