REGION,PROPERTY_TYPE,YEAR,VALUE
E07000139,Detached,2040,19830.6
E07000139,Detached,2045,20406.2
E07000139,Detached,2050,21000.2
E07000139,Detached,2055,21614.6
E07000139,Detached,2060,21984.0
E07000139,Flats,2015,2160.3333333333335
E07000139,Flats,2021,2285.0
E07000139,Flats,2023,2329.0
E07000139,Flats,2025,2401.2
E07000139,Flats,2030,2482.6
E07000139,Flats,2035,2564.2
E07000139,Flats,2040,2646.8
E07000139,Flats,2045,2717.4
E07000139,Flats,2050,2795.8
E07000139,Flats,2055,2884.6
E07000139,Flats,2060,2927.0
E07000139,Semi-detached,2015,25590.333333333332
E07000139,Semi-detached,2021,26499.0
E07000139,Semi-detached,2023,26988.0
E07000139,Semi-detached,2025,27737.8
E07000139,Semi-detached,2030,28709.0
E07000139,Semi-detached,2035,29656.8
E07000139,Semi-detached,2040,30555.2
E07000139,Semi-detached,2045,31442.4
E07000139,Semi-detached,2050,32359.6
E07000139,Semi-detached,2055,33300.4
E07000139,Semi-detached,2060,33878.0
E07000139,Terraced,2015,5856.666666666667
E07000139,Terraced,2021,6247.0
E07000139,Terraced,2023,6367.0
E07000139,Terraced,2025,6543.6
E07000139,Terraced,2030,6778.0
E07000139,Terraced,2035,7002.8
E07000139,Terraced,2040,7209.6
E07000139,Terraced,2045,7416.6
E07000139,Terraced,2050,7633.6
E07000139,Terraced,2055,7857.2
E07000139,Terraced,2060,7984.0
E07000140,Detached,2015,12668.5
E07000140,Detached,2021,13096.5
E07000140,Detached,2023,13357.0
E07000140,Detached,2025,13782.8
E07000140,Detached,2030,14364.4
E07000140,Detached,2035,14933.2
E07000140,Detached,2040,15476.2
E07000140,Detached,2045,16024.8
E07000140,Detached,2050,16594.4
E07000140,Detached,2055,17182.4
E07000140,Detached,2060,17547.0
E07000140,Flats,2015,1855.1666666666667
E07000140,Flats,2021,2011.5
E07000140,Flats,2023,2050.5
E07000140,Flats,2025,2121.4
E07000140,Flats,2030,2206.4
E07000140,Flats,2035,2297.0
E07000140,Flats,2040,2378.8
E07000140,Flats,2045,2463.6
E07000140,Flats,2050,2552.8
E07000140,Flats,2055,2641.8
E07000140,Flats,2060,2704.0
E07000140,Semi-detached,2015,21210.166666666668
E07000140,Semi-detached,2021,21986.0
E07000140,Semi-detached,2023,22426.5
E07000140,Semi-detached,2025,23142.2
E07000140,Semi-detached,2030,24124.4
E07000140,Semi-detached,2035,25072.2
E07000140,Semi-detached,2040,25983.2
E07000140,Semi-detached,2045,26897.8
E07000140,Semi-detached,2050,27849.8
E07000140,Semi-detached,2055,28833.2
E07000140,Semi-detached,2060,29443.0
E07000140,Terraced,2015,4454.0
E07000140,Terraced,2021,4779.0
E07000140,Terraced,2023,4878.0
E07000140,Terraced,2025,5032.2
E07000140,Terraced,2030,5245.0
E07000140,Terraced,2035,5451.4
E07000140,Terraced,2040,5650.6
E07000140,Terraced,2045,5850.0
E07000140,Terraced,2050,6060.8
E07000140,Terraced,2055,6274.4
E07000140,Terraced,2060,6404.0
E07000141,Detached,2015,19637.166666666668
E07000141,Detached,2021,20313.5
E07000141,Detached,2023,20633.5
E07000141,Detached,2025,21146.8
E07000141,Detached,2030,21845.6
E07000141,Detached,2035,22487.2
E07000141,Detached,2040,23078.2
E07000141,Detached,2045,23653.2
E07000141,Detached,2050,24254.2
E07000141,Detached,2055,24867.0
E07000141,Detached,2060,25239.0
E07000141,Flats,2015,5346.666666666667
E07000141,Flats,2021,5589.0
E07000141,Flats,2023,5677.0
E07000141,Flats,2025,5819.8
E07000141,Flats,2030,6011.8
E07000141,Flats,2035,6185.8
E07000141,Flats,2040,6352.6
E07000141,Flats,2045,6510.0
E07000141,Flats,2050,6672.0
E07000141,Flats,2055,6842.8
E07000141,Flats,2060,6951.0
E07000141,Semi-detached,2015,24923.833333333332
E07000141,Semi-detached,2021,25730.0
E07000141,Semi-detached,2023,26133.5
E07000141,Semi-detached,2025,26784.6
E07000141,Semi-detached,2030,27667.8
E07000141,Semi-detached,2035,28486.6
E07000141,Semi-detached,2040,29231.4
E07000141,Semi-detached,2045,29961.6
E07000141,Semi-detached,2050,30721.8
E07000141,Semi-detached,2055,31498.2
E07000141,Semi-detached,2060,31963.0
E07000141,Terraced,2015,12940.833333333334
E07000141,Terraced,2021,13424.0
E07000141,Terraced,2023,13635.5
E07000141,Terraced,2025,13974.2
E07000141,Terraced,2030,14434.0
E07000141,Terraced,2035,14866.4
E07000141,Terraced,2040,15250.8
E07000141,Terraced,2045,15632.4
E07000141,Terraced,2050,16027.6
E07000141,Terraced,2055,16435.0
E07000141,Terraced,2060,16679.0
E07000142,Detached,2015,12853.0
E07000142,Detached,2021,13391.0
E07000142,Detached,2023,13591.5
E07000142,Detached,2025,13894.2
E07000142,Detached,2030,14302.6
E07000142,Detached,2035,14679.6
E07000142,Detached,2040,14999.0
E07000142,Detached,2045,15307.6
E07000142,Detached,2050,15624.8
E07000142,Detached,2055,15949.4
E07000142,Detached,2060,16147.0
E07000142,Flats,2015,2220.3333333333335
E07000142,Flats,2021,2333.0
E07000142,Flats,2023,2368.5
E07000142,Flats,2025,2427.8
E07000142,Flats,2030,2503.0
E07000142,Flats,2035,2562.0
E07000142,Flats,2040,2616.6
E07000142,Flats,2045,2676.6
E07000142,Flats,2050,2731.4
E07000142,Flats,2055,2782.6
E07000142,Flats,2060,2821.0
E07000142,Semi-detached,2015,18801.666666666668
E07000142,Semi-detached,2021,19303.0
E07000142,Semi-detached,2023,19593.0
E07000142,Semi-detached,2025,20023.8
E07000142,Semi-detached,2030,20620.0
E07000142,Semi-detached,2035,21162.0
E07000142,Semi-detached,2040,21625.8
E07000142,Semi-detached,2045,22071.0
E07000142,Semi-detached,2050,22528.0
E07000142,Semi-detached,2055,22998.0
E07000142,Semi-detached,2060,23278.0
E07000142,Terraced,2015,8084.833333333333
E07000142,Terraced,2021,8386.0
E07000142,Terraced,2023,8512.5
E07000142,Terraced,2025,8704.6
E07000142,Terraced,2030,8966.4
E07000142,Terraced,2035,9196.0
E07000142,Terraced,2040,9398.2
E07000142,Terraced,2045,9589.2
E07000142,Terraced,2050,9788.4
E07000142,Terraced,2055,9985.6
E07000142,Terraced,2060,10115.0
E07000143,Detached,2015,15919.666666666666
E07000143,Detached,2021,16660.0
E07000143,Detached,2023,17028.5
E07000143,Detached,2025,17627.2
E07000143,Detached,2030,18415.2
E07000143,Detached,2035,19158.0
E07000143,Detached,2040,19851.2
E07000143,Detached,2045,20546.4
E07000143,Detached,2050,21275.4
E07000143,Detached,2055,22028.4
E07000143,Detached,2060,22492.0
E07000143,Flats,2015,4158.166666666667
E07000143,Flats,2021,4362.5
E07000143,Flats,2023,4464.0
E07000143,Flats,2025,4631.0
E07000143,Flats,2030,4826.2
E07000143,Flats,2035,5029.0
E07000143,Flats,2040,5204.4
E07000143,Flats,2045,5392.2
E07000143,Flats,2050,5579.4
E07000143,Flats,2055,5781.0
E07000143,Flats,2060,5898.0
E07000143,Semi-detached,2015,28145.333333333332
E07000143,Semi-detached,2021,29243.5
E07000143,Semi-detached,2023,29899.0
E07000143,Semi-detached,2025,30947.4
E07000143,Semi-detached,2030,32334.4
E07000143,Semi-detached,2035,33632.0
E07000143,Semi-detached,2040,34850.6
E07000143,Semi-detached,2045,36075.4
E07000143,Semi-detached,2050,37350.6
E07000143,Semi-detached,2055,38670.8
E07000143,Semi-detached,2060,39480.0
E07000143,Terraced,2015,11892.333333333334
E07000143,Terraced,2021,12399.5
E07000143,Terraced,2023,12675.5
E07000143,Terraced,2025,13121.6
E07000143,Terraced,2030,13708.4
E07000143,Terraced,2035,14260.6
E07000143,Terraced,2040,14775.0
E07000143,Terraced,2045,15297.2
E07000143,Terraced,2050,15837.2
E07000143,Terraced,2055,16396.4
E07000143,Terraced,2060,16739.0
E07000144,Detached,2015,16164.0
E07000144,Detached,2021,16911.0
E07000144,Detached,2023,17244.5
E07000144,Detached,2025,17764.6
E07000144,Detached,2030,18458.4
E07000144,Detached,2035,19082.8
E07000144,Detached,2040,19678.2
E07000144,Detached,2045,20292.6
E07000144,Detached,2050,20932.8
E07000144,Detached,2055,21591.6
E07000144,Detached,2060,21989.0
E07000144,Flats,2015,2711.1666666666665
E07000144,Flats,2021,2960.5
E07000144,Flats,2023,3023.0
E07000144,Flats,2025,3121.6
E07000144,Flats,2030,3239.2
E07000144,Flats,2035,3349.4
E07000144,Flats,2040,3460.0
E07000144,Flats,2045,3555.8
E07000144,Flats,2050,3677.0
E07000144,Flats,2055,3790.0
E07000144,Flats,2060,3861.0
E07000144,Semi-detached,2015,31035.666666666668
E07000144,Semi-detached,2021,31981.5
E07000144,Semi-detached,2023,32592.0
E07000144,Semi-detached,2025,33603.6
E07000144,Semi-detached,2030,34926.6
E07000144,Semi-detached,2035,36094.6
E07000144,Semi-detached,2040,37229.8
E07000144,Semi-detached,2045,38394.2
E07000144,Semi-detached,2050,39599.8
E07000144,Semi-detached,2055,40844.2
E07000144,Semi-detached,2060,41594.0
E07000144,Terraced,2015,7018.833333333333
E07000144,Terraced,2021,7497.5
E07000144,Terraced,2023,7654.0
E07000144,Terraced,2025,7890.6
E07000144,Terraced,2030,8195.2
E07000144,Terraced,2035,8464.2
E07000144,Terraced,2040,8730.8
E07000144,Terraced,2045,8998.0
E07000144,Terraced,2050,9284.4
E07000144,Terraced,2055,9571.2
E07000144,Terraced,2060,9755.0
E07000145,Detached,2015,6333.666666666667
E07000145,Detached,2021,6553.0
E07000145,Detached,2023,6631.5
E07000145,Detached,2025,6773.2
E07000145,Detached,2030,6975.4
E07000145,Detached,2035,7164.2
E07000145,Detached,2040,7343.8
E07000145,Detached,2045,7520.6
E07000145,Detached,2050,7704.4
E07000145,Detached,2055,7886.6
E07000145,Detached,2060,8001.0
E07000145,Flats,2015,7156.0
E07000145,Flats,2021,7317.5
E07000145,Flats,2023,7406.0
E07000145,Flats,2025,7561.8
E07000145,Flats,2030,7783.6
E07000145,Flats,2035,7995.0
E07000145,Flats,2040,8193.8
E07000145,Flats,2045,8396.6
E07000145,Flats,2050,8604.4
E07000145,Flats,2055,8810.6
E07000145,Flats,2060,8935.0
E07000145,Semi-detached,2015,18227.0
E07000145,Semi-detached,2021,18490.0
E07000145,Semi-detached,2023,18716.0
E07000145,Semi-detached,2025,19104.8
E07000145,Semi-detached,2030,19657.4
E07000145,Semi-detached,2035,20192.8
E07000145,Semi-detached,2040,20700.4
E07000145,Semi-detached,2045,21199.0
E07000145,Semi-detached,2050,21717.0
E07000145,Semi-detached,2055,22246.6
E07000145,Semi-detached,2060,22572.0
E07000145,Terraced,2015,15398.5
E07000145,Terraced,2021,15675.0
E07000145,Terraced,2023,15861.5
E07000145,Terraced,2025,16198.6
E07000145,Terraced,2030,16661.2
E07000145,Terraced,2035,17117.2
E07000145,Terraced,2040,17548.4
E07000145,Terraced,2045,17976.4
E07000145,Terraced,2050,18419.4
E07000145,Terraced,2055,18865.6
E07000145,Terraced,2060,19141.0
E07000146,Detached,2015,15743.5
E07000146,Detached,2021,16254.5
E07000146,Detached,2023,16407.0
E07000146,Detached,2025,16662.4
E07000146,Detached,2030,17040.4
E07000146,Detached,2035,17415.8
E07000146,Detached,2040,17780.4
E07000146,Detached,2045,18154.8
E07000146,Detached,2050,18539.0
E07000146,Detached,2055,18934.2
E07000146,Detached,2060,19170.0
E07000146,Flats,2015,6864.833333333333
E07000146,Flats,2021,7070.5
E07000146,Flats,2023,7137.5
E07000146,Flats,2025,7253.4
E07000146,Flats,2030,7419.8
E07000146,Flats,2035,7587.4
E07000146,Flats,2040,7735.8
E07000146,Flats,2045,7900.0
E07000146,Flats,2050,8081.4
E07000146,Flats,2055,8247.4
E07000146,Flats,2060,8339.0
E07000146,Semi-detached,2015,36914.666666666664
E07000146,Semi-detached,2021,37451.5
E07000146,Semi-detached,2023,37821.0
E07000146,Semi-detached,2025,38430.0
E07000146,Semi-detached,2030,39287.4
E07000146,Semi-detached,2035,40144.2
E07000146,Semi-detached,2040,41000.4
E07000146,Semi-detached,2045,41859.0
E07000146,Semi-detached,2050,42742.8
E07000146,Semi-detached,2055,43642.2
E07000146,Semi-detached,2060,44192.0
E07000146,Terraced,2015,12451.333333333334
E07000146,Terraced,2021,12736.5
E07000146,Terraced,2023,12862.5
E07000146,Terraced,2025,13063.0
E07000146,Terraced,2030,13353.4
E07000146,Terraced,2035,13648.0
E07000146,Terraced,2040,13932.4
E07000146,Terraced,2045,14228.6
E07000146,Terraced,2050,14529.8
E07000146,Terraced,2055,14839.2
E07000146,Terraced,2060,15017.0
E07000147,Detached,2015,12038.333333333334
E07000147,Detached,2021,12391.5
E07000147,Detached,2023,12623.0
E07000147,Detached,2025,13001.4
E07000147,Detached,2030,13514.8
E07000147,Detached,2035,13973.2
E07000147,Detached,2040,14395.4
E07000147,Detached,2045,14824.6
E07000147,Detached,2050,15275.0
E07000147,Detached,2055,15736.4
E07000147,Detached,2060,16019.0
E07000147,Flats,2015,5477.666666666667
E07000147,Flats,2021,5805.0
E07000147,Flats,2023,5910.5
E07000147,Flats,2025,6091.8
E07000147,Flats,2030,6333.2
E07000147,Flats,2035,6554.0
E07000147,Flats,2040,6754.2
E07000147,Flats,2045,6948.2
E07000147,Flats,2050,7162.0
E07000147,Flats,2055,7378.0
E07000147,Flats,2060,7506.0
E07000147,Semi-detached,2015,27475.5
E07000147,Semi-detached,2021,28033.0
E07000147,Semi-detached,2023,28548.0
E07000147,Semi-detached,2025,29391.0
E07000147,Semi-detached,2030,30555.6
E07000147,Semi-detached,2035,31600.8
E07000147,Semi-detached,2040,32575.4
E07000147,Semi-detached,2045,33550.8
E07000147,Semi-detached,2050,34555.8
E07000147,Semi-detached,2055,35600.2
E07000147,Semi-detached,2060,36249.0
E07000147,Terraced,2015,9215.833333333334
E07000147,Terraced,2021,9517.5
E07000147,Terraced,2023,9693.5
E07000147,Terraced,2025,9987.4
E07000147,Terraced,2030,10385.4
E07000147,Terraced,2035,10732.4
E07000147,Terraced,2040,11056.4
E07000147,Terraced,2045,11386.2
E07000147,Terraced,2050,11731.8
E07000147,Terraced,2055,12081.4
E07000147,Terraced,2060,12297.0
E07000148,Detached,2015,4628.5
E07000148,Detached,2021,4668.0
E07000148,Detached,2023,4702.0
E07000148,Detached,2025,4780.0
E07000148,Detached,2030,4914.8
E07000148,Detached,2035,5030.6
E07000148,Detached,2040,5119.0
E07000148,Detached,2045,5207.8
E07000148,Detached,2050,5301.6
E07000148,Detached,2055,5409.4
E07000148,Detached,2060,5469.0
E07000148,Flats,2015,23251.666666666668
E07000148,Flats,2021,24435.0
E07000148,Flats,2023,24630.5
E07000148,Flats,2025,25029.8
E07000148,Flats,2030,25671.6
E07000148,Flats,2035,26275.8
E07000148,Flats,2040,26774.2
E07000148,Flats,2045,27251.8
E07000148,Flats,2050,27737.6
E07000148,Flats,2055,28236.2
E07000148,Flats,2060,28539.0
E07000148,Semi-detached,2015,12705.5
E07000148,Semi-detached,2021,12811.0
E07000148,Semi-detached,2023,12913.0
E07000148,Semi-detached,2025,13123.4
E07000148,Semi-detached,2030,13465.6
E07000148,Semi-detached,2035,13784.2
E07000148,Semi-detached,2040,14046.0
E07000148,Semi-detached,2045,14295.6
E07000148,Semi-detached,2050,14550.6
E07000148,Semi-detached,2055,14810.0
E07000148,Semi-detached,2060,14963.0
E07000148,Terraced,2015,25262.0
E07000148,Terraced,2021,25560.0
E07000148,Terraced,2023,25766.0
E07000148,Terraced,2025,26183.4
E07000148,Terraced,2030,26861.2
E07000148,Terraced,2035,27488.2
E07000148,Terraced,2040,28006.4
E07000148,Terraced,2045,28504.0
E07000148,Terraced,2050,29009.8
E07000148,Terraced,2055,29528.8
E07000148,Terraced,2060,29842.0
E07000149,Detached,2015,18641.5
E07000149,Detached,2021,20136.0
E07000149,Detached,2023,20793.5
E07000149,Detached,2025,21834.2
E07000149,Detached,2030,23181.6
E07000149,Detached,2035,24358.0
E07000149,Detached,2040,25421.8
E07000149,Detached,2045,26487.6
E07000149,Detached,2050,27607.8
E07000149,Detached,2055,28770.6
E07000149,Detached,2060,29480.0
E07000149,Flats,2015,3965.6666666666665
E07000149,Flats,2021,4339.5
E07000149,Flats,2023,4490.0
E07000149,Flats,2025,4708.2
E07000149,Flats,2030,5001.8
E07000149,Flats,2035,5255.0
E07000149,Flats,2040,5482.4
E07000149,Flats,2045,5711.6
E07000149,Flats,2050,5956.4
E07000149,Flats,2055,6211.6
E07000149,Flats,2060,6368.0
E07000149,Semi-detached,2015,28764.833333333332
E07000149,Semi-detached,2021,30392.5
E07000149,Semi-detached,2023,31383.5
E07000149,Semi-detached,2025,32958.4
E07000149,Semi-detached,2030,34989.2
E07000149,Semi-detached,2035,36762.0
E07000149,Semi-detached,2040,38361.4
E07000149,Semi-detached,2045,39954.0
E07000149,Semi-detached,2050,41630.8
E07000149,Semi-detached,2055,43398.4
E07000149,Semi-detached,2060,44497.0
E07000149,Terraced,2015,8695.833333333334
E07000149,Terraced,2021,9496.0
E07000149,Terraced,2023,9811.5
E07000149,Terraced,2025,10299.0
E07000149,Terraced,2030,10932.2
E07000149,Terraced,2035,11485.8
E07000149,Terraced,2040,11985.6
E07000149,Terraced,2045,12493.6
E07000149,Terraced,2050,13023.6
E07000149,Terraced,2055,13574.4
E07000149,Terraced,2060,13917.0
E07000170,Detached,2015,10283.5
E07000170,Detached,2021,10821.5
E07000170,Detached,2023,11049.5
E07000170,Detached,2025,11414.4
E07000170,Detached,2030,11902.8
E07000170,Detached,2035,12383.2
E07000170,Detached,2040,12830.0
E07000170,Detached,2045,13271.8
E07000170,Detached,2050,13737.0
E07000170,Detached,2055,14217.2
E07000170,Detached,2060,14513.0
E07000170,Flats,2015,4534.5
E07000170,Flats,2021,4731.5
E07000170,Flats,2023,4830.5
E07000170,Flats,2025,4993.8
E07000170,Flats,2030,5205.6
E07000170,Flats,2035,5420.8
E07000170,Flats,2040,5612.8
E07000170,Flats,2045,5806.2
E07000170,Flats,2050,6007.8
E07000170,Flats,2055,6218.2
E07000170,Flats,2060,6350.0
E07000170,Semi-detached,2015,28574.333333333332
E07000170,Semi-detached,2021,29337.0
E07000170,Semi-detached,2023,29970.0
E07000170,Semi-detached,2025,30925.4
E07000170,Semi-detached,2030,32245.0
E07000170,Semi-detached,2035,33570.6
E07000170,Semi-detached,2040,34790.2
E07000170,Semi-detached,2045,35981.2
E07000170,Semi-detached,2050,37246.4
E07000170,Semi-detached,2055,38546.0
E07000170,Semi-detached,2060,39351.0
E07000170,Terraced,2015,12032.0
E07000170,Terraced,2021,12407.0
E07000170,Terraced,2023,12668.5
E07000170,Terraced,2025,13083.0
E07000170,Terraced,2030,13640.8
E07000170,Terraced,2035,14193.6
E07000170,Terraced,2040,14711.6
E07000170,Terraced,2045,15216.2
E07000170,Terraced,2050,15747.2
E07000170,Terraced,2055,16295.2
E07000170,Terraced,2060,16636.0
E07000171,Detached,2015,12611.333333333334
E07000171,Detached,2021,13366.0
E07000171,Detached,2023,13590.5
E07000171,Detached,2025,13938.4
E07000171,Detached,2030,14406.6
E07000171,Detached,2035,14842.8
E07000171,Detached,2040,15243.4
E07000171,Detached,2045,15640.0
E07000171,Detached,2050,16047.6
E07000171,Detached,2055,16470.6
E07000171,Detached,2060,16727.0
E07000171,Flats,2015,3740.5
E07000171,Flats,2021,3910.5
E07000171,Flats,2023,3978.0
E07000171,Flats,2025,4086.2
E07000171,Flats,2030,4219.8
E07000171,Flats,2035,4342.2
E07000171,Flats,2040,4465.6
E07000171,Flats,2045,4582.4
E07000171,Flats,2050,4701.6
E07000171,Flats,2055,4827.8
E07000171,Flats,2060,4903.0
E07000171,Semi-detached,2015,25891.166666666668
E07000171,Semi-detached,2021,26580.0
E07000171,Semi-detached,2023,27015.5
E07000171,Semi-detached,2025,27718.2
E07000171,Semi-detached,2030,28650.0
E07000171,Semi-detached,2035,29519.2
E07000171,Semi-detached,2040,30320.6
E07000171,Semi-detached,2045,31108.6
E07000171,Semi-detached,2050,31919.2
E07000171,Semi-detached,2055,32758.8
E07000171,Semi-detached,2060,33267.0
E07000171,Terraced,2015,9504.166666666666
E07000171,Terraced,2021,9842.0
E07000171,Terraced,2023,10011.5
E07000171,Terraced,2025,10265.8
E07000171,Terraced,2030,10607.6
E07000171,Terraced,2035,10925.6
E07000171,Terraced,2040,11220.2
E07000171,Terraced,2045,11514.0
E07000171,Terraced,2050,11811.6
E07000171,Terraced,2055,12125.0
E07000171,Terraced,2060,12320.0
E07000172,Detached,2015,12600.166666666666
E07000172,Detached,2021,12838.0
E07000172,Detached,2023,13008.5
E07000172,Detached,2025,13304.0
E07000172,Detached,2030,13699.4
E07000172,Detached,2035,14084.8
E07000172,Detached,2040,14451.0
E07000172,Detached,2045,14807.6
E07000172,Detached,2050,15179.4
E07000172,Detached,2055,15558.6
E07000172,Detached,2060,15795.0
E07000172,Flats,2015,5889.5
E07000172,Flats,2021,6162.5
E07000172,Flats,2023,6248.0
E07000172,Flats,2025,6388.6
E07000172,Flats,2030,6579.6
E07000172,Flats,2035,6760.2
E07000172,Flats,2040,6935.2
E07000172,Flats,2045,7107.8
E07000172,Flats,2050,7285.4
E07000172,Flats,2055,7466.4
E07000172,Flats,2060,7579.0
E07000172,Semi-detached,2015,22124.0
E07000172,Semi-detached,2021,22500.5
E07000172,Semi-detached,2023,22796.5
E07000172,Semi-detached,2025,23310.8
E07000172,Semi-detached,2030,24009.2
E07000172,Semi-detached,2035,24691.6
E07000172,Semi-detached,2040,25333.0
E07000172,Semi-detached,2045,25959.6
E07000172,Semi-detached,2050,26608.0
E07000172,Semi-detached,2055,27277.0
E07000172,Semi-detached,2060,27682.0
E07000172,Terraced,2015,9357.0
E07000172,Terraced,2021,9516.0
E07000172,Terraced,2023,9649.0
E07000172,Terraced,2025,9862.0
E07000172,Terraced,2030,10158.6
E07000172,Terraced,2035,10442.2
E07000172,Terraced,2040,10712.6
E07000172,Terraced,2045,10979.0
E07000172,Terraced,2050,11252.6
E07000172,Terraced,2055,11535.4
E07000172,Terraced,2060,11712.0
E07000173,Detached,2015,14414.0
E07000173,Detached,2021,14859.0
E07000173,Detached,2023,15076.0
E07000173,Detached,2025,15411.2
E07000173,Detached,2030,15874.0
E07000173,Detached,2035,16334.4
E07000173,Detached,2040,16774.6
E07000173,Detached,2045,17204.8
E07000173,Detached,2050,17653.2
E07000173,Detached,2055,18114.8
E07000173,Detached,2060,18396.0
E07000173,Flats,2015,6039.0
E07000173,Flats,2021,6270.0
E07000173,Flats,2023,6360.5
E07000173,Flats,2025,6508.2
E07000173,Flats,2030,6710.8
E07000173,Flats,2035,6895.8
E07000173,Flats,2040,7083.0
E07000173,Flats,2045,7266.8
E07000173,Flats,2050,7451.2
E07000173,Flats,2055,7648.6
E07000173,Flats,2060,7770.0
E07000173,Semi-detached,2015,22636.333333333332
E07000173,Semi-detached,2021,23047.0
E07000173,Semi-detached,2023,23381.0
E07000173,Semi-detached,2025,23891.2
E07000173,Semi-detached,2030,24614.8
E07000173,Semi-detached,2035,25334.4
E07000173,Semi-detached,2040,26009.6
E07000173,Semi-detached,2045,26678.4
E07000173,Semi-detached,2050,27371.6
E07000173,Semi-detached,2055,28086.0
E07000173,Semi-detached,2060,28520.0
E07000173,Terraced,2015,8952.333333333334
E07000173,Terraced,2021,9166.0
E07000173,Terraced,2023,9300.0
E07000173,Terraced,2025,9509.0
E07000173,Terraced,2030,9803.0
E07000173,Terraced,2035,10083.4
E07000173,Terraced,2040,10354.4
E07000173,Terraced,2045,10624.0
E07000173,Terraced,2050,10894.4
E07000173,Terraced,2055,11176.6
E07000173,Terraced,2060,11354.0
E07000174,Detached,2015,9094.333333333334
E07000174,Detached,2021,9553.0
E07000174,Detached,2023,9708.5
E07000174,Detached,2025,9967.2
E07000174,Detached,2030,10334.6
E07000174,Detached,2035,10695.4
E07000174,Detached,2040,11029.4
E07000174,Detached,2045,11350.4
E07000174,Detached,2050,11688.8
E07000174,Detached,2055,12042.0
E07000174,Detached,2060,12256.0
E07000174,Flats,2015,4621.5
E07000174,Flats,2021,4843.0
E07000174,Flats,2023,4922.0
E07000174,Flats,2025,5054.8
E07000174,Flats,2030,5241.0
E07000174,Flats,2035,5420.2
E07000174,Flats,2040,5595.6
E07000174,Flats,2045,5757.0
E07000174,Flats,2050,5926.4
E07000174,Flats,2055,6108.8
E07000174,Flats,2060,6215.0
E07000174,Semi-detached,2015,25825.0
E07000174,Semi-detached,2021,26388.5
E07000174,Semi-detached,2023,26814.0
E07000174,Semi-detached,2025,27526.8
E07000174,Semi-detached,2030,28537.4
E07000174,Semi-detached,2035,29535.0
E07000174,Semi-detached,2040,30454.8
E07000174,Semi-detached,2045,31349.8
E07000174,Semi-detached,2050,32281.0
E07000174,Semi-detached,2055,33238.4
E07000174,Semi-detached,2060,33821.0
E07000174,Terraced,2015,9412.333333333334
E07000174,Terraced,2021,9592.0
E07000174,Terraced,2023,9747.0
E07000174,Terraced,2025,10005.2
E07000174,Terraced,2030,10371.4
E07000174,Terraced,2035,10736.6
E07000174,Terraced,2040,11069.2
E07000174,Terraced,2045,11395.6
E07000174,Terraced,2050,11733.6
E07000174,Terraced,2055,12083.2
E07000174,Terraced,2060,12297.0
E07000175,Detached,2015,14617.333333333334
E07000175,Detached,2021,15294.0
E07000175,Detached,2023,15565.5
E07000175,Detached,2025,15984.6
E07000175,Detached,2030,16548.8
E07000175,Detached,2035,17098.0
E07000175,Detached,2040,17629.8
E07000175,Detached,2045,18153.0
E07000175,Detached,2050,18702.4
E07000175,Detached,2055,19263.2
E07000175,Detached,2060,19599.0
E07000175,Flats,2015,4554.833333333333
E07000175,Flats,2021,4835.5
E07000175,Flats,2023,4927.0
E07000175,Flats,2025,5062.8
E07000175,Flats,2030,5240.8
E07000175,Flats,2035,5416.0
E07000175,Flats,2040,5585.2
E07000175,Flats,2045,5747.2
E07000175,Flats,2050,5926.2
E07000175,Flats,2055,6102.8
E07000175,Flats,2060,6205.0
E07000175,Semi-detached,2015,24703.5
E07000175,Semi-detached,2021,25570.0
E07000175,Semi-detached,2023,26017.0
E07000175,Semi-detached,2025,26714.8
E07000175,Semi-detached,2030,27656.4
E07000175,Semi-detached,2035,28584.8
E07000175,Semi-detached,2040,29468.0
E07000175,Semi-detached,2045,30347.0
E07000175,Semi-detached,2050,31251.2
E07000175,Semi-detached,2055,32197.0
E07000175,Semi-detached,2060,32779.0
E07000175,Terraced,2015,9310.666666666666
E07000175,Terraced,2021,9686.5
E07000175,Terraced,2023,9860.5
E07000175,Terraced,2025,10124.6
E07000175,Terraced,2030,10486.6
E07000175,Terraced,2035,10834.0
E07000175,Terraced,2040,11167.6
E07000175,Terraced,2045,11498.6
E07000175,Terraced,2050,11843.4
E07000175,Terraced,2055,12204.2
E07000175,Terraced,2060,12420.0
E07000176,Detached,2015,17740.166666666668
E07000176,Detached,2021,18720.0
E07000176,Detached,2023,19145.5
E07000176,Detached,2025,19847.0
E07000176,Detached,2030,20783.0
E07000176,Detached,2035,21611.4
E07000176,Detached,2040,22378.0
E07000176,Detached,2045,23148.8
E07000176,Detached,2050,23947.6
E07000176,Detached,2055,24779.2
E07000176,Detached,2060,25286.0
E07000176,Flats,2015,5544.833333333333
E07000176,Flats,2021,5788.0
E07000176,Flats,2023,5919.5
E07000176,Flats,2025,6145.4
E07000176,Flats,2030,6430.0
E07000176,Flats,2035,6684.8
E07000176,Flats,2040,6922.8
E07000176,Flats,2045,7160.0
E07000176,Flats,2050,7405.2
E07000176,Flats,2055,7662.2
E07000176,Flats,2060,7822.0
E07000176,Semi-detached,2015,19380.333333333332
E07000176,Semi-detached,2021,20088.5
E07000176,Semi-detached,2023,20543.0
E07000176,Semi-detached,2025,21297.4
