YEAR,RUN,TECHNOLOGY,VALUE
2050,nz-2050_hp-00,H2 boiler,0.01988828168847365
2050,nz-2050_hp-00,Building retrofit,90675.45264121098
2050,nz-2050_hp-01,Gas boiler,0.0
2050,nz-2050_hp-01,Oil boiler,0.0
2050,nz-2050_hp-01,Electric storage heater,0.03454573326665993
2050,nz-2050_hp-01,Electric resistance heater,818929.6651921987
2050,nz-2050_hp-01,Biomass boiler,5094.045635458704
2050,nz-2050_hp-01,Heat interface unit,595293.8593234892
2050,nz-2050_hp-01,Air-source HP,215557.50187922487
2050,nz-2050_hp-01,Ground-source HP,2045.7657080871338
2050,nz-2050_hp-01,H2 boiler,2232.964079111787
2050,nz-2050_hp-01,Building retrofit,125454.14968235184
2055,nz-2040_hp-00,Gas boiler,0.0
2055,nz-2040_hp-00,Oil boiler,0.0
2055,nz-2040_hp-00,Electric storage heater,0.061956854323443486
2055,nz-2040_hp-00,Electric resistance heater,151356.36192167317
2055,nz-2040_hp-00,Biomass boiler,255.33027385738788
2055,nz-2040_hp-00,Heat interface unit,4556.635838534821
2055,nz-2040_hp-00,Air-source HP,1370711.2140130862
2055,nz-2040_hp-00,Ground-source HP,144060.89121609446
2055,nz-2040_hp-00,H2 boiler,4864.993439580984
2055,nz-2040_hp-00,Building retrofit,117113.66499255053
2055,nz-2040_hp-01,Gas boiler,0.0
2055,nz-2040_hp-01,Oil boiler,0.0
2055,nz-2040_hp-01,Electric storage heater,0.011454108462432505
2055,nz-2040_hp-01,Electric resistance heater,1652.3300774261108
2055,nz-2040_hp-01,Biomass boiler,0.007497147513644582
2055,nz-2040_hp-01,Heat interface unit,54615.849285493656
2055,nz-2040_hp-01,Air-source HP,1245995.2926448872
2055,nz-2040_hp-01,Ground-source HP,63269.23535547407
2055,nz-2040_hp-01,H2 boiler,358583.8160029089
2055,nz-2040_hp-01,Building retrofit,116941.43291733577
2055,nz-2045_hp-00,Gas boiler,0.0
2055,nz-2045_hp-00,Oil boiler,0.0
2055,nz-2045_hp-00,Electric storage heater,0.028647238381715873
2055,nz-2045_hp-00,Electric resistance heater,48894.703548025725
2055,nz-2045_hp-00,Biomass boiler,218.072647076367
2055,nz-2045_hp-00,Heat interface unit,169965.79020300193
2055,nz-2045_hp-00,Air-source HP,1286298.0152837967
2055,nz-2045_hp-00,Ground-source HP,169787.05406940973
2055,nz-2045_hp-00,H2 boiler,2229.94296234089
2055,nz-2045_hp-00,Building retrofit,115525.53619432071
2055,nz-2045_hp-01,Gas boiler,0.0
2055,nz-2045_hp-01,Oil boiler,0.0
2055,nz-2045_hp-01,Electric storage heater,0.02288415485232175
2055,nz-2045_hp-01,Electric resistance heater,61345.92796620364
2055,nz-2045_hp-01,Biomass boiler,368.95501577249127
2055,nz-2045_hp-01,Heat interface unit,164226.02669632892
2055,nz-2045_hp-01,Air-source HP,1292338.0492127049
2055,nz-2045_hp-01,Ground-source HP,156377.10674363002
2055,nz-2045_hp-01,H2 boiler,1877.9018865801768
2055,nz-2045_hp-01,Building retrofit,116385.14939923128
2055,nz-2050_hp-00,Gas boiler,799029.5647397927
2055,nz-2050_hp-00,Oil boiler,395377.9571897222
2055,nz-2050_hp-00,Electric storage heater,0.0005068936759726752
2055,nz-2050_hp-00,Electric resistance heater,113599.79235730186
2055,nz-2050_hp-00,Biomass boiler,66.7657911977946
2055,nz-2050_hp-00,Heat interface unit,352400.68078348064
2055,nz-2050_hp-00,Air-source HP,41558.962401191675
2055,nz-2050_hp-00,Ground-source HP,0.0008353975743730832
2055,nz-2050_hp-00,H2 boiler,0.020235383263154036
2055,nz-2050_hp-00,Building retrofit,90885.38230452505
2055,nz-2050_hp-01,Gas boiler,0.0
2055,nz-2050_hp-01,Oil boiler,0.0
2055,nz-2050_hp-01,Electric storage heater,0.034269603914668094
2055,nz-2050_hp-01,Electric resistance heater,818209.1573307116
2055,nz-2050_hp-01,Biomass boiler,5145.77683877185
2055,nz-2050_hp-01,Heat interface unit,596266.954223783
2055,nz-2050_hp-01,Air-source HP,242559.86947123992
2055,nz-2050_hp-01,Ground-source HP,2880.3666805699695
2055,nz-2050_hp-01,H2 boiler,2240.7624831688413
2055,nz-2050_hp-01,Building retrofit,125616.22281160249
