,RUN,REGION,EMISSION,VALUE
1575,Base net-zero,E07000172,CD,2045
1576,Base net-zero,E07000173,CD,2045
1577,Base net-zero,E07000174,CD,2045
1578,Base net-zero,E07000175,CD,2045
1579,Base net-zero,E07000176,CD,2045
1580,Base net-zero,E07000177,CD,2045
1581,Base net-zero,E07000178,CD,2050
1582,Base net-zero,E07000179,CD,2045
1583,Base net-zero,E07000180,CD,2045
1584,Base net-zero,E07000181,CD,2045
1585,Base net-zero,E07000192,CD,2045
1586,Base net-zero,E07000193,CD,2050
1587,Base net-zero,E07000194,CD,2045
1588,Base net-zero,E07000195,CD,2045
1589,Base net-zero,E07000196,CD,2045
1590,Base net-zero,E07000197,CD,2045
1591,Base net-zero,E07000198,CD,2045
1592,Base net-zero,E07000199,CD,2045
1593,Base net-zero,E07000200,CD,2045
1594,Base net-zero,E07000202,CD,2050
1595,Base net-zero,E07000203,CD,2045
1596,Base net-zero,E07000207,CD,2050
1597,Base net-zero,E07000208,CD,2050
1598,Base net-zero,E07000209,CD,2045
1599,Base net-zero,E07000210,CD,2045
1600,Base net-zero,E07000211,CD,2050
1601,Base net-zero,E07000212,CD,2045
1602,Base net-zero,E07000213,CD,2045
1603,Base net-zero,E07000214,CD,2045
1604,Base net-zero,E07000215,CD,2045
1605,Base net-zero,E07000216,CD,2045
1606,Base net-zero,E07000217,CD,2050
1607,Base net-zero,E07000218,CD,2045
1608,Base net-zero,E07000219,CD,2045
1609,Base net-zero,E07000220,CD,2045
1610,Base net-zero,E07000221,CD,2045
1611,Base net-zero,E07000222,CD,2050
1612,Base net-zero,E07000223,CD,2045
1613,Base net-zero,E07000224,CD,2045
1614,Base net-zero,E07000225,CD,2045
1615,Base net-zero,E07000226,CD,2050
1616,Base net-zero,E07000227,CD,2045
1617,Base net-zero,E07000228,CD,2045
1618,Base net-zero,E07000229,CD,2050
1619,Base net-zero,E07000234,CD,2045
1620,Base net-zero,E07000235,CD,2045
1621,Base net-zero,E07000236,CD,2045
1622,Base net-zero,E07000237,CD,2050
1623,Base net-zero,E07000238,CD,2045
1624,Base net-zero,E07000239,CD,2045
1625,Base net-zero,E07000240,CD,2050
1626,Base net-zero,E07000241,CD,2045
1627,Base net-zero,E07000242,CD,2045
1628,Base net-zero,E07000243,CD,2050
1629,Base net-zero,E07000244,CD,2045
1630,Base net-zero,E07000245,CD,2045
1631,Base net-zero,E08000001,CD,2045
1632,Base net-zero,E08000002,CD,2045
1633,Base net-zero,E08000003,CD,2050
1634,Base net-zero,E08000004,CD,2045
1635,Base net-zero,E08000005,CD,2045
1636,Base net-zero,E08000006,CD,2050
1637,Base net-zero,E08000007,CD,2050
1638,Base net-zero,E08000008,CD,2045
1639,Base net-zero,E08000009,CD,2050
1640,Base net-zero,E08000010,CD,2045
1641,Base net-zero,E08000011,CD,2045
1642,Base net-zero,E08000012,CD,2050
1643,Base net-zero,E08000013,CD,2045
1644,Base net-zero,E08000014,CD,2045
1645,Base net-zero,E08000015,CD,2045
1646,Base net-zero,E08000016,CD,2045
1647,Base net-zero,E08000017,CD,2045
1648,Base net-zero,E08000018,CD,2045
1649,Base net-zero,E08000019,CD,2050
1650,Base net-zero,E08000021,CD,2050
1651,Base net-zero,E08000022,CD,2050
1652,Base net-zero,E08000023,CD,2045
1653,Base net-zero,E08000024,CD,2045
1654,Base net-zero,E08000025,CD,2050
1655,Base net-zero,E08000026,CD,2050
1656,Base net-zero,E08000027,CD,2045
1657,Base net-zero,E08000028,CD,2050
1658,Base net-zero,E08000029,CD,2045
1659,Base net-zero,E08000030,CD,2050
1660,Base net-zero,E08000031,CD,2045
1661,Base net-zero,E08000032,CD,2050
1662,Base net-zero,E08000033,CD,2045
1663,Base net-zero,E08000034,CD,2045
1664,Base net-zero,E08000035,CD,2050
1665,Base net-zero,E08000036,CD,2045
1666,Base net-zero,E08000037,CD,2045
1667,Base net-zero,E09000001,CD,2050
1668,Base net-zero,E09000002,CD,2050
1669,Base net-zero,E09000003,CD,2050
1670,Base net-zero,E09000004,CD,2050
1671,Base net-zero,E09000005,CD,2050
1672,Base net-zero,E09000006,CD,2050
1673,Base net-zero,E09000007,CD,2050
1674,Base net-zero,E09000008,CD,2050
1675,Base net-zero,E09000009,CD,2050
1676,Base net-zero,E09000010,CD,2050
1677,Base net-zero,E09000011,CD,2050
1678,Base net-zero,E09000012,CD,2050
1679,Base net-zero,E09000013,CD,2050
1680,Base net-zero,E09000014,CD,2050
1681,Base net-zero,E09000015,CD,2050
1682,Base net-zero,E09000016,CD,2050
1683,Base net-zero,E09000017,CD,2050
1684,Base net-zero,E09000018,CD,2050
1685,Base net-zero,E09000019,CD,2050
1686,Base net-zero,E09000020,CD,2050
1687,Base net-zero,E09000021,CD,2050
1688,Base net-zero,E09000022,CD,2050
1689,Base net-zero,E09000023,CD,2050
1690,Base net-zero,E09000024,CD,2050
1691,Base net-zero,E09000025,CD,2050
1692,Base net-zero,E09000026,CD,2050
1693,Base net-zero,E09000027,CD,2050
1694,Base net-zero,E09000028,CD,2050
1695,Base net-zero,E09000029,CD,2050
1696,Base net-zero,E09000030,CD,2050
1697,Base net-zero,E09000031,CD,2050
1698,Base net-zero,E09000032,CD,2050
1699,Base net-zero,E09000033,CD,2050
1700,Base net-zero,S12000005,CD,2045
1701,Base net-zero,S12000006,CD,2045
1702,Base net-zero,S12000008,CD,2045
1703,Base net-zero,S12000010,CD,2045
1704,Base net-zero,S12000011,CD,2045
1705,Base net-zero,S12000013,CD,2040
1706,Base net-zero,S12000014,CD,2045
1707,Base net-zero,S12000017,CD,2045
1708,Base net-zero,S12000018,CD,2050
1709,Base net-zero,S12000019,CD,2045
1710,Base net-zero,S12000020,CD,2045
1711,Base net-zero,S12000021,CD,2045
1712,Base net-zero,S12000023,CD,2040
1713,Base net-zero,S12000026,CD,2045
1714,Base net-zero,S12000027,CD,2045
1715,Base net-zero,S12000028,CD,2045
1716,Base net-zero,S12000029,CD,2045
1717,Base net-zero,S12000030,CD,2045
1718,Base net-zero,S12000033,CD,2050
1719,Base net-zero,S12000034,CD,2045
1720,Base net-zero,S12000035,CD,2045
1721,Base net-zero,S12000036,CD,2050
1722,Base net-zero,S12000038,CD,2050
1723,Base net-zero,S12000039,CD,2050
1724,Base net-zero,S12000040,CD,2045
1725,Base net-zero,S12000041,CD,2045
1726,Base net-zero,S12000042,CD,2050
1727,Base net-zero,S12000045,CD,2045
1728,Base net-zero,S12000047,CD,2045
1729,Base net-zero,S12000048,CD,2045
1730,Base net-zero,S12000049,CD,2050
1731,Base net-zero,S12000050,CD,2045
1732,Base net-zero,UK,CD,2050
1733,Base net-zero,W06000001,CD,2045
1734,Base net-zero,W06000002,CD,2045
1735,Base net-zero,W06000003,CD,2045
1736,Base net-zero,W06000004,CD,2045
1737,Base net-zero,W06000005,CD,2045
1738,Base net-zero,W06000006,CD,2045
1739,Base net-zero,W06000008,CD,2045
1740,Base net-zero,W06000009,CD,2045
1741,Base net-zero,W06000010,CD,2045
1742,Base net-zero,W06000011,CD,2045
1743,Base net-zero,W06000012,CD,2045
1744,Base net-zero,W06000013,CD,2045
1745,Base net-zero,W06000014,CD,2045
1746,Base net-zero,W06000015,CD,2050
1747,Base net-zero,W06000016,CD,2045
1748,Base net-zero,W06000018,CD,2045
1749,Base net-zero,W06000019,CD,2045
1750,Base net-zero,W06000020,CD,2045
1751,Base net-zero,W06000021,CD,2045
1752,Base net-zero,W06000022,CD,2045
1753,Base net-zero,W06000023,CD,2045
1754,Base net-zero,W06000024,CD,2045
