,RUN,REGION,EMISSION,VALUE
868,H2,E07000147,CD,2050
869,H2,E07000148,CD,2050
870,H2,E07000149,CD,2050
871,H2,E07000170,CD,2045
872,H2,E07000171,CD,2045
873,H2,E07000172,CD,2050
874,H2,E07000173,CD,2050
875,H2,E07000174,CD,2050
876,H2,E07000175,CD,2050
877,H2,E07000176,CD,2050
878,H2,E07000177,CD,2050
879,H2,E07000178,CD,2050
880,H2,E07000179,CD,2050
881,H2,E07000180,CD,2050
882,H2,E07000181,CD,2050
883,H2,E07000192,CD,2050
884,H2,E07000193,CD,2050
885,H2,E07000194,CD,2050
886,H2,E07000195,CD,2050
887,H2,E07000196,CD,2050
888,H2,E07000197,CD,2050
889,H2,E07000198,CD,2050
890,H2,E07000199,CD,2050
891,H2,E07000200,CD,2050
892,H2,E07000202,CD,2050
893,H2,E07000203,CD,2045
894,H2,E07000207,CD,2050
895,H2,E07000208,CD,2050
896,H2,E07000209,CD,2050
897,H2,E07000210,CD,2050
898,H2,E07000211,CD,2050
899,H2,E07000212,CD,2050
900,H2,E07000213,CD,2050
901,H2,E07000214,CD,2050
902,H2,E07000215,CD,2050
903,H2,E07000216,CD,2050
904,H2,E07000217,CD,2050
905,H2,E07000218,CD,2050
906,H2,E07000219,CD,2050
907,H2,E07000220,CD,2045
908,H2,E07000221,CD,2050
909,H2,E07000222,CD,2050
910,H2,E07000223,CD,2050
911,H2,E07000224,CD,2050
912,H2,E07000225,CD,2050
913,H2,E07000226,CD,2050
914,H2,E07000227,CD,2050
915,H2,E07000228,CD,2050
916,H2,E07000229,CD,2050
917,H2,E07000234,CD,2050
918,H2,E07000235,CD,2050
919,H2,E07000236,CD,2045
920,H2,E07000237,CD,2050
921,H2,E07000238,CD,2050
922,H2,E07000239,CD,2050
923,H2,E07000240,CD,2050
924,H2,E07000241,CD,2050
925,H2,E07000242,CD,2050
926,H2,E07000243,CD,2050
927,H2,E07000244,CD,2050
928,H2,E07000245,CD,2045
929,H2,E08000001,CD,2050
930,H2,E08000002,CD,2050
931,H2,E08000003,CD,2050
932,H2,E08000004,CD,2050
933,H2,E08000005,CD,2050
934,H2,E08000006,CD,2050
935,H2,E08000007,CD,2050
936,H2,E08000008,CD,2050
937,H2,E08000009,CD,2050
938,H2,E08000010,CD,2050
939,H2,E08000011,CD,2050
940,H2,E08000012,CD,2050
941,H2,E08000013,CD,2050
942,H2,E08000014,CD,2050
943,H2,E08000015,CD,2050
944,H2,E08000016,CD,2050
945,H2,E08000017,CD,2050
946,H2,E08000018,CD,2045
947,H2,E08000019,CD,2050
948,H2,E08000021,CD,2050
949,H2,E08000022,CD,2050
950,H2,E08000023,CD,2050
951,H2,E08000024,CD,2050
952,H2,E08000025,CD,2050
953,H2,E08000026,CD,2050
954,H2,E08000027,CD,2050
955,H2,E08000028,CD,2050
956,H2,E08000029,CD,2045
957,H2,E08000030,CD,2050
958,H2,E08000031,CD,2050
959,H2,E08000032,CD,2050
960,H2,E08000033,CD,2050
961,H2,E08000034,CD,2050
962,H2,E08000035,CD,2050
963,H2,E08000036,CD,2050
964,H2,E08000037,CD,2050
965,H2,E09000001,CD,2050
966,H2,E09000002,CD,2050
967,H2,E09000003,CD,2050
968,H2,E09000004,CD,2050
969,H2,E09000005,CD,2050
970,H2,E09000006,CD,2050
971,H2,E09000007,CD,2050
972,H2,E09000008,CD,2050
973,H2,E09000009,CD,2050
974,H2,E09000010,CD,2050
975,H2,E09000011,CD,2050
976,H2,E09000012,CD,2050
977,H2,E09000013,CD,2050
978,H2,E09000014,CD,2050
979,H2,E09000015,CD,2050
980,H2,E09000016,CD,2050
981,H2,E09000017,CD,2050
982,H2,E09000018,CD,2050
983,H2,E09000019,CD,2050
984,H2,E09000020,CD,2050
985,H2,E09000021,CD,2050
986,H2,E09000022,CD,2050
987,H2,E09000023,CD,2050
988,H2,E09000024,CD,2050
989,H2,E09000025,CD,2050
990,H2,E09000026,CD,2050
991,H2,E09000027,CD,2050
992,H2,E09000028,CD,2050
993,H2,E09000029,CD,2050
994,H2,E09000030,CD,2050
995,H2,E09000031,CD,2050
996,H2,E09000032,CD,2050
997,H2,E09000033,CD,2045
998,H2,S12000005,CD,2050
999,H2,S12000006,CD,2050
1000,H2,S12000008,CD,2050
1001,H2,S12000010,CD,2050
1002,H2,S12000011,CD,2050
1003,H2,S12000013,CD,2045
1004,H2,S12000014,CD,2050
1005,H2,S12000017,CD,2050
1006,H2,S12000018,CD,2050
1007,H2,S12000019,CD,2050
1008,H2,S12000020,CD,2050
1009,H2,S12000021,CD,2050
1010,H2,S12000023,CD,2040
1011,H2,S12000026,CD,2050
1012,H2,S12000027,CD,2045
1013,H2,S12000028,CD,2050
1014,H2,S12000029,CD,2050
1015,H2,S12000030,CD,2050
1016,H2,S12000033,CD,2050
1017,H2,S12000034,CD,2050
1018,H2,S12000035,CD,2050
1019,H2,S12000036,CD,2050
1020,H2,S12000038,CD,2050
1021,H2,S12000039,CD,2050
1022,H2,S12000040,CD,2050
1023,H2,S12000041,CD,2050
1024,H2,S12000042,CD,2050
1025,H2,S12000045,CD,2050
1026,H2,S12000047,CD,2050
1027,H2,S12000048,CD,2050
1028,H2,S12000049,CD,2050
1029,H2,S12000050,CD,2050
1030,H2,UK,CD,2050
1031,H2,W06000001,CD,2050
1032,H2,W06000002,CD,2050
1033,H2,W06000003,CD,2050
1034,H2,W06000004,CD,2050
1035,H2,W06000005,CD,2050
1036,H2,W06000006,CD,2050
1037,H2,W06000008,CD,2050
1038,H2,W06000009,CD,2050
1039,H2,W06000010,CD,2050
1040,H2,W06000011,CD,2050
1041,H2,W06000012,CD,2045
1042,H2,W06000013,CD,2050
1043,H2,W06000014,CD,2050
1044,H2,W06000015,CD,2050
1045,H2,W06000016,CD,2050
1046,H2,W06000018,CD,2050
1047,H2,W06000019,CD,2050
1048,H2,W06000020,CD,2050
1049,H2,W06000021,CD,2050
1050,H2,W06000022,CD,2050
1051,H2,W06000023,CD,2050
1052,H2,W06000024,CD,2050
1053,Local Pledges,E06000001,CD,2045
1054,Local Pledges,E06000002,CD,2035
1055,Local Pledges,E06000003,CD,2030
1056,Local Pledges,E06000004,CD,2045
1057,Local Pledges,E06000005,CD,2050
1058,Local Pledges,E06000006,CD,2045
1059,Local Pledges,E06000007,CD,2030
1060,Local Pledges,E06000008,CD,2030
1061,Local Pledges,E06000009,CD,2030
1062,Local Pledges,E06000010,CD,2030
1063,Local Pledges,E06000011,CD,2045
1064,Local Pledges,E06000012,CD,2050
1065,Local Pledges,E06000013,CD,2045
1066,Local Pledges,E06000014,CD,2030
1067,Local Pledges,E06000015,CD,2050
1068,Local Pledges,E06000016,CD,2030
1069,Local Pledges,E06000017,CD,2045
1070,Local Pledges,E06000018,CD,2025
1071,Local Pledges,E06000019,CD,2030
1072,Local Pledges,E06000020,CD,2045
1073,Local Pledges,E06000021,CD,2050
1074,Local Pledges,E06000022,CD,2030
1075,Local Pledges,E06000023,CD,2030
1076,Local Pledges,E06000024,CD,2030
1077,Local Pledges,E06000025,CD,2030
1078,Local Pledges,E06000026,CD,2030
1079,Local Pledges,E06000027,CD,2050
1080,Local Pledges,E06000030,CD,2050
1081,Local Pledges,E06000031,CD,2030
1082,Local Pledges,E06000032,CD,2040
1083,Local Pledges,E06000033,CD,2030
1084,Local Pledges,E06000034,CD,2045
1085,Local Pledges,E06000035,CD,2050
1086,Local Pledges,E06000036,CD,2050
1087,Local Pledges,E06000037,CD,2030
1088,Local Pledges,E06000038,CD,2030
1089,Local Pledges,E06000039,CD,2050
1090,Local Pledges,E06000040,CD,2045
1091,Local Pledges,E06000041,CD,2030
1092,Local Pledges,E06000042,CD,2030
1093,Local Pledges,E06000043,CD,2030
1094,Local Pledges,E06000044,CD,2030
1095,Local Pledges,E06000045,CD,2050
1096,Local Pledges,E06000046,CD,2030
1097,Local Pledges,E06000047,CD,2045
1098,Local Pledges,E06000049,CD,2050
1099,Local Pledges,E06000050,CD,2045
1100,Local Pledges,E06000051,CD,2030
1101,Local Pledges,E06000052,CD,2030
1102,Local Pledges,E06000053,CD,2045
1103,Local Pledges,E06000054,CD,2030
1104,Local Pledges,E06000055,CD,2050
1105,Local Pledges,E06000056,CD,2030
1106,Local Pledges,E06000057,CD,2030
1107,Local Pledges,E06000058,CD,2050
1108,Local Pledges,E06000059,CD,2045
1109,Local Pledges,E06000060,CD,2050
1110,Local Pledges,E06000061,CD,2050
1111,Local Pledges,E06000062,CD,2050
1112,Local Pledges,E06000063,CD,2045
1113,Local Pledges,E06000064,CD,2045
1114,Local Pledges,E06000065,CD,2045
1115,Local Pledges,E06000066,CD,2045
1116,Local Pledges,E07000008,CD,2050
1117,Local Pledges,E07000009,CD,2045
1118,Local Pledges,E07000010,CD,2045
1119,Local Pledges,E07000011,CD,2040
1120,Local Pledges,E07000012,CD,2045
1121,Local Pledges,E07000032,CD,2045
1122,Local Pledges,E07000033,CD,2045
1123,Local Pledges,E07000034,CD,2050
1124,Local Pledges,E07000035,CD,2045
1125,Local Pledges,E07000036,CD,2045
1126,Local Pledges,E07000037,CD,2030
1127,Local Pledges,E07000038,CD,2045
1128,Local Pledges,E07000039,CD,2045
1129,Local Pledges,E07000040,CD,2045
1130,Local Pledges,E07000041,CD,2030
1131,Local Pledges,E07000042,CD,2030
1132,Local Pledges,E07000043,CD,2030
1133,Local Pledges,E07000044,CD,2045
1134,Local Pledges,E07000045,CD,2045
1135,Local Pledges,E07000046,CD,2045
1136,Local Pledges,E07000047,CD,2045
1137,Local Pledges,E07000061,CD,2030
1138,Local Pledges,E07000062,CD,2050
1139,Local Pledges,E07000063,CD,2045
1140,Local Pledges,E07000064,CD,2050
1141,Local Pledges,E07000065,CD,2045
1142,Local Pledges,E07000066,CD,2050
1143,Local Pledges,E07000067,CD,2045
1144,Local Pledges,E07000068,CD,2050
1145,Local Pledges,E07000069,CD,2045
1146,Local Pledges,E07000070,CD,2050
1147,Local Pledges,E07000071,CD,2050
1148,Local Pledges,E07000072,CD,2030
1149,Local Pledges,E07000073,CD,2030
1150,Local Pledges,E07000074,CD,2030
1151,Local Pledges,E07000075,CD,2045
1152,Local Pledges,E07000076,CD,2045
1153,Local Pledges,E07000077,CD,2030
1154,Local Pledges,E07000078,CD,2030
1155,Local Pledges,E07000079,CD,2045
1156,Local Pledges,E07000080,CD,2030
1157,Local Pledges,E07000081,CD,2050
1158,Local Pledges,E07000082,CD,2030
1159,Local Pledges,E07000083,CD,2045
1160,Local Pledges,E07000084,CD,2030
1161,Local Pledges,E07000085,CD,2045
1162,Local Pledges,E07000086,CD,2030
1163,Local Pledges,E07000087,CD,2045
1164,Local Pledges,E07000088,CD,2045
1165,Local Pledges,E07000089,CD,2045
1166,Local Pledges,E07000090,CD,2045
1167,Local Pledges,E07000091,CD,2045
1168,Local Pledges,E07000092,CD,2045
1169,Local Pledges,E07000093,CD,2045
1170,Local Pledges,E07000094,CD,2030
1171,Local Pledges,E07000095,CD,2050
1172,Local Pledges,E07000096,CD,2050
1173,Local Pledges,E07000098,CD,2050
1174,Local Pledges,E07000099,CD,2030
1175,Local Pledges,E07000102,CD,2050
1176,Local Pledges,E07000103,CD,2030
1177,Local Pledges,E07000105,CD,2030
1178,Local Pledges,E07000106,CD,2050
1179,Local Pledges,E07000107,CD,2050
1180,Local Pledges,E07000108,CD,2045
1181,Local Pledges,E07000109,CD,2030
1182,Local Pledges,E07000110,CD,2030
1183,Local Pledges,E07000111,CD,2045
1184,Local Pledges,E07000112,CD,2050
1185,Local Pledges,E07000113,CD,2030
1186,Local Pledges,E07000114,CD,2050
1187,Local Pledges,E07000115,CD,2045
1188,Local Pledges,E07000116,CD,2030
1189,Local Pledges,E07000117,CD,2030
1190,Local Pledges,E07000118,CD,2030
1191,Local Pledges,E07000119,CD,2045
1192,Local Pledges,E07000120,CD,2030
1193,Local Pledges,E07000121,CD,2030
1194,Local Pledges,E07000122,CD,2045
1195,Local Pledges,E07000123,CD,2030
1196,Local Pledges,E07000124,CD,2030
1197,Local Pledges,E07000125,CD,2045
1198,Local Pledges,E07000126,CD,2030
1199,Local Pledges,E07000127,CD,2045
1200,Local Pledges,E07000128,CD,2030
1201,Local Pledges,E07000129,CD,2045
1202,Local Pledges,E07000130,CD,2050
1203,Local Pledges,E07000131,CD,2050
1204,Local Pledges,E07000132,CD,2045
1205,Local Pledges,E07000133,CD,2045
1206,Local Pledges,E07000134,CD,2050
1207,Local Pledges,E07000135,CD,2050
1208,Local Pledges,E07000136,CD,2045
1209,Local Pledges,E07000137,CD,2045
1210,Local Pledges,E07000138,CD,2030
1211,Local Pledges,E07000139,CD,2045
1212,Local Pledges,E07000140,CD,2045
1213,Local Pledges,E07000141,CD,2045
1214,Local Pledges,E07000142,CD,2045
1215,Local Pledges,E07000143,CD,2035
1216,Local Pledges,E07000144,CD,2045
1217,Local Pledges,E07000145,CD,2050
1218,Local Pledges,E07000146,CD,2045
1219,Local Pledges,E07000147,CD,2045
1220,Local Pledges,E07000148,CD,2050
1221,Local Pledges,E07000149,CD,2045
1222,Local Pledges,E07000170,CD,2050
1223,Local Pledges,E07000171,CD,2045
1224,Local Pledges,E07000172,CD,2025
1225,Local Pledges,E07000173,CD,2045
1226,Local Pledges,E07000174,CD,2040
1227,Local Pledges,E07000175,CD,2045
1228,Local Pledges,E07000176,CD,2045
1229,Local Pledges,E07000177,CD,2030
1230,Local Pledges,E07000178,CD,2040
1231,Local Pledges,E07000179,CD,2030
1232,Local Pledges,E07000180,CD,2045
1233,Local Pledges,E07000181,CD,2045
1234,Local Pledges,E07000192,CD,2030
1235,Local Pledges,E07000193,CD,2050
1236,Local Pledges,E07000194,CD,2045
1237,Local Pledges,E07000195,CD,2050
1238,Local Pledges,E07000196,CD,2045
1239,Local Pledges,E07000197,CD,2050
1240,Local Pledges,E07000198,CD,2045
1241,Local Pledges,E07000199,CD,2045
1242,Local Pledges,E07000200,CD,2045
1243,Local Pledges,E07000202,CD,2050
1244,Local Pledges,E07000203,CD,2030
1245,Local Pledges,E07000207,CD,2030
1246,Local Pledges,E07000208,CD,2050
1247,Local Pledges,E07000209,CD,2030
1248,Local Pledges,E07000210,CD,2045
1249,Local Pledges,E07000211,CD,2050
1250,Local Pledges,E07000212,CD,2045
1251,Local Pledges,E07000213,CD,2050
1252,Local Pledges,E07000214,CD,2045
1253,Local Pledges,E07000215,CD,2045
1254,Local Pledges,E07000216,CD,2045
1255,Local Pledges,E07000217,CD,2050
1256,Local Pledges,E07000218,CD,2050
1257,Local Pledges,E07000219,CD,2050
1258,Local Pledges,E07000220,CD,2045
1259,Local Pledges,E07000221,CD,2030
1260,Local Pledges,E07000222,CD,2030
1261,Local Pledges,E07000223,CD,2045
1262,Local Pledges,E07000224,CD,2045
1263,Local Pledges,E07000225,CD,2025
1264,Local Pledges,E07000226,CD,2050
1265,Local Pledges,E07000227,CD,2045
1266,Local Pledges,E07000228,CD,2045
1267,Local Pledges,E07000229,CD,2050
1268,Local Pledges,E07000234,CD,2045
1269,Local Pledges,E07000235,CD,2045
1270,Local Pledges,E07000236,CD,2045
1271,Local Pledges,E07000237,CD,2030
1272,Local Pledges,E07000238,CD,2045
1273,Local Pledges,E07000239,CD,2050
1274,Local Pledges,E07000240,CD,2030
1275,Local Pledges,E07000241,CD,2050
1276,Local Pledges,E07000242,CD,2030
1277,Local Pledges,E07000243,CD,2030
1278,Local Pledges,E07000244,CD,2030
1279,Local Pledges,E07000245,CD,2045
1280,Local Pledges,E08000001,CD,2030
1281,Local Pledges,E08000002,CD,2050
1282,Local Pledges,E08000003,CD,2035
1283,Local Pledges,E08000004,CD,2030
1284,Local Pledges,E08000005,CD,2035
1285,Local Pledges,E08000006,CD,2035
1286,Local Pledges,E08000007,CD,2035
1287,Local Pledges,E08000008,CD,2045
1288,Local Pledges,E08000009,CD,2035
1289,Local Pledges,E08000010,CD,2045
1290,Local Pledges,E08000011,CD,2050
1291,Local Pledges,E08000012,CD,2050
1292,Local Pledges,E08000013,CD,2045
1293,Local Pledges,E08000014,CD,2030
1294,Local Pledges,E08000015,CD,2040
1295,Local Pledges,E08000016,CD,2045
1296,Local Pledges,E08000017,CD,2040
1297,Local Pledges,E08000018,CD,2040
1298,Local Pledges,E08000019,CD,2050
1299,Local Pledges,E08000021,CD,2030
1300,Local Pledges,E08000022,CD,2050
1301,Local Pledges,E08000023,CD,2045
1302,Local Pledges,E08000024,CD,2040
1303,Local Pledges,E08000025,CD,2030
1304,Local Pledges,E08000026,CD,2050
1305,Local Pledges,E08000027,CD,2050
1306,Local Pledges,E08000028,CD,2040
1307,Local Pledges,E08000029,CD,2045
1308,Local Pledges,E08000030,CD,2050
1309,Local Pledges,E08000031,CD,2040
1310,Local Pledges,E08000032,CD,2035
1311,Local Pledges,E08000033,CD,2050
1312,Local Pledges,E08000034,CD,2035
1313,Local Pledges,E08000035,CD,2030
1314,Local Pledges,E08000036,CD,2035
1315,Local Pledges,E08000037,CD,2030
1316,Local Pledges,E09000001,CD,2040
1317,Local Pledges,E09000002,CD,2050
1318,Local Pledges,E09000003,CD,2050
1319,Local Pledges,E09000004,CD,2050
1320,Local Pledges,E09000005,CD,2050
1321,Local Pledges,E09000006,CD,2050
1322,Local Pledges,E09000007,CD,2030
1323,Local Pledges,E09000008,CD,2050
1324,Local Pledges,E09000009,CD,2030
1325,Local Pledges,E09000010,CD,2040
1326,Local Pledges,E09000011,CD,2030
1327,Local Pledges,E09000012,CD,2050
1328,Local Pledges,E09000013,CD,2030
1329,Local Pledges,E09000014,CD,2040
1330,Local Pledges,E09000015,CD,2030
1331,Local Pledges,E09000016,CD,2050
1332,Local Pledges,E09000017,CD,2050
1333,Local Pledges,E09000018,CD,2050
1334,Local Pledges,E09000019,CD,2030
1335,Local Pledges,E09000020,CD,2040
1336,Local Pledges,E09000021,CD,2050
1337,Local Pledges,E09000022,CD,2050
1338,Local Pledges,E09000023,CD,2030
1339,Local Pledges,E09000024,CD,2050
1340,Local Pledges,E09000025,CD,2050
1341,Local Pledges,E09000026,CD,2050
1342,Local Pledges,E09000027,CD,2050
1343,Local Pledges,E09000028,CD,2050
1344,Local Pledges,E09000029,CD,2045
1345,Local Pledges,E09000030,CD,2050
1346,Local Pledges,E09000031,CD,2050
1347,Local Pledges,E09000032,CD,2050
1348,Local Pledges,E09000033,CD,2040
1349,Local Pledges,S12000005,CD,2045
1350,Local Pledges,S12000006,CD,2025
1351,Local Pledges,S12000008,CD,2045
1352,Local Pledges,S12000010,CD,2045
1353,Local Pledges,S12000011,CD,2045
1354,Local Pledges,S12000013,CD,2045
1355,Local Pledges,S12000014,CD,2045
1356,Local Pledges,S12000017,CD,2025
1357,Local Pledges,S12000018,CD,2050
1358,Local Pledges,S12000019,CD,2045
1359,Local Pledges,S12000020,CD,2045
1360,Local Pledges,S12000021,CD,2030
1361,Local Pledges,S12000023,CD,2040
1362,Local Pledges,S12000026,CD,2045
1363,Local Pledges,S12000027,CD,2045
1364,Local Pledges,S12000028,CD,2045
1365,Local Pledges,S12000029,CD,2045
1366,Local Pledges,S12000030,CD,2050
1367,Local Pledges,S12000033,CD,2050
1368,Local Pledges,S12000034,CD,2045
1369,Local Pledges,S12000035,CD,2045
1370,Local Pledges,S12000036,CD,2030
1371,Local Pledges,S12000038,CD,2030
1372,Local Pledges,S12000039,CD,2050
1373,Local Pledges,S12000040,CD,2050
1374,Local Pledges,S12000041,CD,2045
1375,Local Pledges,S12000042,CD,2045
1376,Local Pledges,S12000045,CD,2045
1377,Local Pledges,S12000047,CD,2045
1378,Local Pledges,S12000048,CD,2045
1379,Local Pledges,S12000049,CD,2030
1380,Local Pledges,S12000050,CD,2030
1381,Local Pledges,UK,CD,2045
1382,Local Pledges,W06000001,CD,2045
1383,Local Pledges,W06000002,CD,2030
1384,Local Pledges,W06000003,CD,2045
1385,Local Pledges,W06000004,CD,2045
1386,Local Pledges,W06000005,CD,2045
1387,Local Pledges,W06000006,CD,2045
1388,Local Pledges,W06000008,CD,2045
1389,Local Pledges,W06000009,CD,2045
1390,Local Pledges,W06000010,CD,2045
1391,Local Pledges,W06000011,CD,2050
1392,Local Pledges,W06000012,CD,2045
1393,Local Pledges,W06000013,CD,2045
1394,Local Pledges,W06000014,CD,2045
1395,Local Pledges,W06000015,CD,2030
1396,Local Pledges,W06000016,CD,2045
1397,Local Pledges,W06000018,CD,2045
1398,Local Pledges,W06000019,CD,2045
1399,Local Pledges,W06000020,CD,2045
1400,Local Pledges,W06000021,CD,2045
1401,Local Pledges,W06000022,CD,2045
1402,Local Pledges,W06000023,CD,2045
1403,Local Pledges,W06000024,CD,2045
1404,Base net-zero,E06000001,CD,2045
1405,Base net-zero,E06000002,CD,2045
1406,Base net-zero,E06000003,CD,2045
1407,Base net-zero,E06000004,CD,2045
1408,Base net-zero,E06000005,CD,2045
1409,Base net-zero,E06000006,CD,2045
1410,Base net-zero,E06000007,CD,2045
1411,Base net-zero,E06000008,CD,2045
1412,Base net-zero,E06000009,CD,2050
1413,Base net-zero,E06000010,CD,2045
1414,Base net-zero,E06000011,CD,2045
1415,Base net-zero,E06000012,CD,2045
1416,Base net-zero,E06000013,CD,2045
1417,Base net-zero,E06000014,CD,2050
1418,Base net-zero,E06000015,CD,2050
1419,Base net-zero,E06000016,CD,2050
1420,Base net-zero,E06000017,CD,2045
1421,Base net-zero,E06000018,CD,2050
1422,Base net-zero,E06000019,CD,2045
1423,Base net-zero,E06000020,CD,2045
1424,Base net-zero,E06000021,CD,2050
1425,Base net-zero,E06000022,CD,2050
1426,Base net-zero,E06000023,CD,2050
1427,Base net-zero,E06000024,CD,2045
1428,Base net-zero,E06000025,CD,2045
1429,Base net-zero,E06000026,CD,2045
1430,Base net-zero,E06000027,CD,2050
1431,Base net-zero,E06000030,CD,2045
1432,Base net-zero,E06000031,CD,2045
1433,Base net-zero,E06000032,CD,2050
1434,Base net-zero,E06000033,CD,2050
1435,Base net-zero,E06000034,CD,2045
1436,Base net-zero,E06000035,CD,2045
1437,Base net-zero,E06000036,CD,2045
1438,Base net-zero,E06000037,CD,2045
1439,Base net-zero,E06000038,CD,2050
1440,Base net-zero,E06000039,CD,2050
1441,Base net-zero,E06000040,CD,2045
1442,Base net-zero,E06000041,CD,2045
1443,Base net-zero,E06000042,CD,2045
1444,Base net-zero,E06000043,CD,2050
1445,Base net-zero,E06000044,CD,2050
1446,Base net-zero,E06000045,CD,2050
1447,Base net-zero,E06000046,CD,2045
1448,Base net-zero,E06000047,CD,2045
1449,Base net-zero,E06000049,CD,2045
1450,Base net-zero,E06000050,CD,2045
1451,Base net-zero,E06000051,CD,2045
1452,Base net-zero,E06000052,CD,2045
1453,Base net-zero,E06000053,CD,2045
1454,Base net-zero,E06000054,CD,2045
1455,Base net-zero,E06000055,CD,2050
1456,Base net-zero,E06000056,CD,2045
1457,Base net-zero,E06000057,CD,2045
1458,Base net-zero,E06000058,CD,2050
1459,Base net-zero,E06000059,CD,2045
1460,Base net-zero,E06000060,CD,2045
1461,Base net-zero,E06000061,CD,2045
1462,Base net-zero,E06000062,CD,2045
1463,Base net-zero,E06000063,CD,2045
1464,Base net-zero,E06000064,CD,2045
1465,Base net-zero,E06000065,CD,2045
1466,Base net-zero,E06000066,CD,2045
1467,Base net-zero,E07000008,CD,2050
1468,Base net-zero,E07000009,CD,2045
1469,Base net-zero,E07000010,CD,2045
1470,Base net-zero,E07000011,CD,2045
1471,Base net-zero,E07000012,CD,2045
1472,Base net-zero,E07000032,CD,2045
1473,Base net-zero,E07000033,CD,2045
1474,Base net-zero,E07000034,CD,2045
1475,Base net-zero,E07000035,CD,2045
1476,Base net-zero,E07000036,CD,2045
1477,Base net-zero,E07000037,CD,2045
1478,Base net-zero,E07000038,CD,2045
1479,Base net-zero,E07000039,CD,2045
1480,Base net-zero,E07000040,CD,2045
1481,Base net-zero,E07000041,CD,2050
1482,Base net-zero,E07000042,CD,2045
1483,Base net-zero,E07000043,CD,2045
1484,Base net-zero,E07000044,CD,2045
1485,Base net-zero,E07000045,CD,2045
1486,Base net-zero,E07000046,CD,2045
1487,Base net-zero,E07000047,CD,2045
1488,Base net-zero,E07000061,CD,2050
1489,Base net-zero,E07000062,CD,2050
1490,Base net-zero,E07000063,CD,2045
1491,Base net-zero,E07000064,CD,2050
1492,Base net-zero,E07000065,CD,2045
1493,Base net-zero,E07000066,CD,2045
1494,Base net-zero,E07000067,CD,2045
1495,Base net-zero,E07000068,CD,2050
1496,Base net-zero,E07000069,CD,2045
1497,Base net-zero,E07000070,CD,2045
1498,Base net-zero,E07000071,CD,2050
1499,Base net-zero,E07000072,CD,2045
1500,Base net-zero,E07000073,CD,2045
1501,Base net-zero,E07000074,CD,2045
1502,Base net-zero,E07000075,CD,2045
1503,Base net-zero,E07000076,CD,2045
1504,Base net-zero,E07000077,CD,2045
1505,Base net-zero,E07000078,CD,2050
1506,Base net-zero,E07000079,CD,2045
1507,Base net-zero,E07000080,CD,2045
1508,Base net-zero,E07000081,CD,2050
1509,Base net-zero,E07000082,CD,2045
1510,Base net-zero,E07000083,CD,2045
1511,Base net-zero,E07000084,CD,2045
1512,Base net-zero,E07000085,CD,2045
1513,Base net-zero,E07000086,CD,2045
1514,Base net-zero,E07000087,CD,2045
1515,Base net-zero,E07000088,CD,2045
1516,Base net-zero,E07000089,CD,2045
1517,Base net-zero,E07000090,CD,2045
1518,Base net-zero,E07000091,CD,2045
1519,Base net-zero,E07000092,CD,2045
1520,Base net-zero,E07000093,CD,2045
1521,Base net-zero,E07000094,CD,2045
1522,Base net-zero,E07000095,CD,2050
1523,Base net-zero,E07000096,CD,2050
1524,Base net-zero,E07000098,CD,2050
1525,Base net-zero,E07000099,CD,2045
1526,Base net-zero,E07000102,CD,2045
1527,Base net-zero,E07000103,CD,2050
1528,Base net-zero,E07000105,CD,2045
1529,Base net-zero,E07000106,CD,2050
1530,Base net-zero,E07000107,CD,2050
1531,Base net-zero,E07000108,CD,2045
1532,Base net-zero,E07000109,CD,2045
1533,Base net-zero,E07000110,CD,2045
1534,Base net-zero,E07000111,CD,2045
1535,Base net-zero,E07000112,CD,2050
1536,Base net-zero,E07000113,CD,2045
1537,Base net-zero,E07000114,CD,2050
1538,Base net-zero,E07000115,CD,2045
1539,Base net-zero,E07000116,CD,2050
1540,Base net-zero,E07000117,CD,2045
1541,Base net-zero,E07000118,CD,2045
1542,Base net-zero,E07000119,CD,2045
1543,Base net-zero,E07000120,CD,2045
1544,Base net-zero,E07000121,CD,2045
1545,Base net-zero,E07000122,CD,2045
1546,Base net-zero,E07000123,CD,2050
1547,Base net-zero,E07000124,CD,2045
1548,Base net-zero,E07000125,CD,2045
1549,Base net-zero,E07000126,CD,2045
1550,Base net-zero,E07000127,CD,2045
1551,Base net-zero,E07000128,CD,2045
1552,Base net-zero,E07000129,CD,2045
1553,Base net-zero,E07000130,CD,2045
1554,Base net-zero,E07000131,CD,2045
1555,Base net-zero,E07000132,CD,2045
1556,Base net-zero,E07000133,CD,2045
1557,Base net-zero,E07000134,CD,2045
1558,Base net-zero,E07000135,CD,2045
1559,Base net-zero,E07000136,CD,2045
1560,Base net-zero,E07000137,CD,2045
1561,Base net-zero,E07000138,CD,2050
1562,Base net-zero,E07000139,CD,2045
1563,Base net-zero,E07000140,CD,2045
1564,Base net-zero,E07000141,CD,2045
1565,Base net-zero,E07000142,CD,2045
1566,Base net-zero,E07000143,CD,2045
1567,Base net-zero,E07000144,CD,2045
1568,Base net-zero,E07000145,CD,2045
1569,Base net-zero,E07000146,CD,2045
1570,Base net-zero,E07000147,CD,2045
1571,Base net-zero,E07000148,CD,2050
1572,Base net-zero,E07000149,CD,2045
1573,Base net-zero,E07000170,CD,2050
1574,Base net-zero,E07000171,CD,2045
