RUN,TECHNOLOGY,VALUE
nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,DHMTTD,0.13092659227100423
nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,ELGRTD,0.00012492636891361507
nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,ELGRTT,0.1232814048760273
nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,GAGRTD,3.233030918157336e-08
nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,H2GRTT,0.0004409945666867485
nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,H2UGTD,9.700059924913861e-09
nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,LFTRTT,0.0
nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,NGGRTT,0.0008427720499473104
nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,DHMTTD,0.18458587285580083
nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,ELGRTD,0.00015526609635081458
nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,ELGRTT,0.13991812295126516
nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,GAGRTD,6.472751163599336e-10
nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,H2GRTT,0.000593029946555049
nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,H2UGTD,8.561390968088828e-09
nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,LFTRTT,0.0
nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,NGGRTT,0.0009673952550449618
nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,DHMTTD,0.10302899076695139
nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,ELGRTD,0.00012973087471023376
nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,ELGRTT,0.12852962274262808
nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,GAGRTD,0.004200379197176606
nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,H2GRTT,0.09280676685069697
nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,H2UGTD,0.0035747673871065395
nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,LFTRTT,0.0
nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,NGGRTT,0.0005445844107386204
nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,DHMTTD,0.0
nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,ELGRTD,0.0007776414492474894
nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,ELGRTT,0.1513543691574243
nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,GAGRTD,1.8535787707622977e-06
nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,H2GRTT,0.0010970486133024683
nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,H2UGTD,3.009897530133377e-08
nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,LFTRTT,0.0
nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,NGGRTT,1.6358691362202163e-09
nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,DHMTTD,0.0
nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,ELGRTD,0.0002009007881146846
nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,ELGRTT,0.13326174976707694
nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,GAGRTD,0.0027475156854889354
